801091147,,,,,,,,,,
Date,Sensor1 (S1),Sensor2 (S2),Level (AI_1),Level (AI_2),Level (AI_4),Level (AI_5),FlowMeter Total (DI_1),FlowMeter Total (DI_2),FlowMeter Total (DI_3),FlowMeter Total (DI_4)
,Blr1 TDS,Blr 2 TDS,WT-3459,WT-3730,WT-3516,PP-3060M,Blr 1 FW Meter,Blr 2 FW Meter,RO Make Up,Boiler Make Up
,µS,µS,Gallons,Gallons,Gallons,Gallons,Gallons,Gallons,Gallons,Gallons
11/14/2011 2:08,613.04,943.53,113,141,112,134,122628624,94355656,13386781,9984961
11/14/2011 2:18,947.27,943.53,113,141,112,134,122629408,94356360,13386781,9984998
11/14/2011 2:28,947.27,943.53,113,141,112,135,122630248,94357112,13386781,9985021
11/14/2011 2:38,947.27,943.53,113,141,112,135,122631064,94357856,13386781,9985118
11/14/2011 2:48,947.27,943.53,113,141,112,135,122631896,94358600,13386781,9985169
11/14/2011 2:58,947.27,943.53,113,141,112,135,122632712,94359352,13386781,9985214
11/14/2011 3:08,947.27,943.53,113,141,112,134,122633536,94360088,13386781,9985303
11/14/2011 3:18,947.27,943.53,113,141,112,134,122634336,94360784,13386831,9985435
11/14/2011 3:28,947.27,943.53,113,141,112,134,122635104,94361464,13387018,9985435
11/14/2011 3:38,947.27,970.5,113,141,112,134,122635856,94362144,13387200,9985435
11/14/2011 3:48,947.27,953.5,113,141,112,134,122636600,94362912,13387369,9985435
11/14/2011 3:58,947.27,945.29,113,141,112,134,122637456,94363728,13387537,9985622
11/14/2011 4:08,947.27,945.29,113,141,112,134,122638320,94364552,13387703,9985623
11/14/2011 4:18,485.24,945.29,113,141,112,134,122639216,94365336,13387869,9985623
11/14/2011 4:28,478.12,945.29,113,141,112,134,122640104,94366048,13388033,9985831
11/14/2011 4:38,943.74,945.29,113,141,112,134,122640728,94366448,13388196,9986023
11/14/2011 4:48,943.74,945.29,113,141,112,134,122641232,94366728,13388359,9986249
11/14/2011 4:58,943.74,945.29,113,141,112,134,122641384,94366728,13388534,9986591
11/14/2011 5:08,943.74,945.29,113,141,112,134,122641384,94366728,13388714,9986600
11/14/2011 5:18,943.74,945.29,113,141,112,134,122641384,94366728,13388895,9986600
11/14/2011 5:28,943.74,945.29,113,141,112,134,122641384,94366728,13389076,9986600
11/14/2011 5:38,943.74,945.29,113,141,112,134,122641384,94366728,13389258,9986600
11/14/2011 5:48,943.74,945.29,113,141,112,134,122641384,94366728,13389442,9986600
11/14/2011 5:58,943.74,920.93,113,141,113,134,122641384,94366728,13389627,9986600
11/14/2011 6:08,943.74,920.93,113,141,113,134,122641496,94366728,13389812,9986600
11/14/2011 6:18,943.74,920.93,113,141,113,134,122641496,94366728,13389833,9986600
11/14/2011 6:28,943.74,920.93,113,141,113,135,122641496,94366728,13389833,9986600
11/14/2011 6:38,895.53,920.93,113,141,113,135,122641496,94366728,13389833,9986600
11/14/2011 6:48,895.53,920.93,113,141,113,135,122641496,94366728,13389833,9986600
11/14/2011 6:58,895.53,920.93,113,141,113,135,122641504,94366936,13389833,9986600
11/14/2011 7:08,895.53,920.93,113,141,113,135,122641504,94366936,13389833,9986600
11/14/2011 7:18,895.53,920.93,113,141,113,135,122641504,94366936,13389833,9986600
11/14/2011 7:28,895.53,920.93,113,141,113,135,122641504,94366936,13389833,9986600
11/14/2011 7:38,895.53,920.93,113,141,113,135,122641504,94366936,13389833,9986600
11/14/2011 7:48,895.53,920.93,113,141,113,135,122641504,94366936,13390032,9986600
11/14/2011 7:58,895.53,927.05,113,141,113,134,122641504,94366968,13390202,9986600
11/14/2011 8:08,895.53,927.05,113,141,113,135,122641504,94366968,13390202,9986600
11/14/2011 8:18,895.53,927.05,113,141,113,135,122641504,94366968,13390202,9986600
11/14/2011 8:28,895.53,927.05,113,141,113,134,122641504,94366968,13390202,9986600
11/14/2011 8:38,1240.62,927.05,113,141,113,135,122641504,94366968,13390202,9986600
11/14/2011 8:48,900.5,927.05,113,141,113,134,122641504,94367184,13390202,9986600
11/14/2011 8:58,900.5,927.05,113,141,113,134,122641504,94367184,13390202,9986600
11/14/2011 9:08,900.5,927.05,113,141,113,134,122641592,94367184,13390202,9986616
11/14/2011 9:18,900.5,927.05,113,141,113,134,122641704,94367424,13390202,9986926
11/14/2011 9:28,900.5,927.05,113,141,113,134,122641704,94367760,13390202,9986962
11/14/2011 9:38,900.5,927.05,113,141,112,134,122641704,94368496,13390202,9987105
11/14/2011 9:48,900.5,927.05,113,141,112,134,122641704,94369344,13390255,9987141
11/14/2011 9:58,900.5,986.5,113,141,112,134,122641704,94370136,13390453,9987193
11/14/2011 10:08,900.5,961.61,113,141,112,134,122641752,94371168,13390658,9987391
11/14/2011 10:18,900.5,977.75,113,141,112,134,122642104,94372160,13390939,9987922
11/14/2011 10:28,900.5,961.3,113,141,112,134,122642456,94373192,13391315,9988227
11/14/2011 10:38,900.5,945.8,113,141,112,134,122643000,94373992,13391692,9988264
11/14/2011 10:48,487.43,955.55,113,141,112,134,122643872,94374792,13392040,9988301
11/14/2011 10:58,474.12,946.77,113,141,112,134,122644784,94375608,13392040,9988338
11/14/2011 11:08,948.81,946.77,113,141,112,134,122645672,94376312,13392040,9988375
11/14/2011 11:18,948.81,946.77,113,141,112,134,122646504,94377016,13392040,9988413
11/14/2011 11:28,948.81,946.77,113,141,112,134,122647320,94377688,13392040,9988450
11/14/2011 11:38,948.81,946.77,113,141,112,134,122648160,94378384,13392040,9988487
11/14/2011 11:48,948.81,946.77,113,141,112,134,122648984,94379080,13392040,9988525
11/14/2011 11:58,948.81,946.77,113,141,112,134,122649800,94379752,13392040,9988587
11/14/2011 12:08,948.81,946.77,113,141,112,134,122650624,94380440,13392040,9988634
11/14/2011 12:18,948.81,946.77,113,141,112,134,122651424,94381104,13392232,9988714
11/14/2011 12:28,948.81,946.77,113,141,112,134,122652224,94381744,13392448,9988790
11/14/2011 12:38,948.81,946.77,113,141,112,134,122652992,94382376,13392501,9988827
11/14/2011 12:48,948.81,946.77,113,141,112,134,122653760,94383008,13392501,9988980
11/14/2011 12:58,948.81,1010.17,113,141,112,134,122654560,94383696,13392501,9989033
11/14/2011 13:08,1053.27,946.81,113,141,112,134,122655336,94384392,13392501,9989071
11/14/2011 13:18,965.99,946.81,113,141,112,134,122656168,94385016,13392501,9989229
11/14/2011 13:28,948.28,946.81,113,141,112,134,122657000,94385688,13392501,9989338
11/14/2011 13:38,948.28,946.81,113,141,112,134,122657800,94386336,13392501,9989375
11/14/2011 13:48,948.28,946.81,113,141,112,134,122658600,94386976,13392501,9989413
11/14/2011 13:58,948.28,946.81,113,141,112,134,122659368,94387584,13392623,9989493
11/14/2011 14:08,948.28,946.81,113,141,112,134,122660176,94388256,13392786,9989532
11/14/2011 14:18,948.28,946.81,113,141,112,134,122660976,94388920,13392949,9989610
11/14/2011 14:28,948.28,946.81,113,141,112,134,122661768,94389560,13393115,9989646
11/14/2011 14:38,948.28,946.81,113,141,112,134,122662544,94390208,13393299,9989683
11/14/2011 14:48,948.28,946.81,113,141,112,134,122663336,94390864,13393332,9989860
11/14/2011 14:58,948.28,946.81,113,141,112,134,122664112,94391512,13393332,9989897
11/14/2011 15:08,948.28,1200.89,113,141,112,134,122664888,94392136,13393332,9989934
11/14/2011 15:18,948.28,918.96,112,141,112,134,122665672,94392880,13393332,9989971
11/14/2011 15:28,475.6,945.46,112,141,112,134,122666504,94393536,13393332,9990008
11/14/2011 15:38,948.59,945.46,112,141,112,133,122667336,94394216,13393425,9990148
11/14/2011 15:48,948.59,945.46,112,140,112,133,122668096,94394864,13393644,9990194
11/14/2011 15:58,948.59,945.46,112,140,112,133,122668896,94395560,13393821,9990231
11/14/2011 16:08,948.59,945.46,112,140,112,133,122669680,94396232,13393821,9990328
11/14/2011 16:18,948.59,945.46,112,140,112,133,122670440,94396896,13393821,9990385
11/14/2011 16:28,948.59,945.46,112,140,112,133,122671216,94397576,13393821,9990422
11/14/2011 16:38,948.59,945.46,112,140,112,133,122671984,94398248,13393821,9990469
11/14/2011 16:48,948.59,945.46,112,140,111,133,122672760,94398928,13393821,9990520
11/14/2011 16:58,948.59,945.46,112,140,111,133,122673536,94399592,13393821,9990559
11/14/2011 17:08,948.59,945.46,112,140,112,133,122674304,94400264,13393960,9990603
11/14/2011 17:18,948.59,945.46,112,140,112,133,122675080,94400944,13394147,9990676
11/14/2011 17:28,948.59,949.47,112,140,112,133,122675872,94401640,13394319,9990771
11/14/2011 17:38,750.7,949.47,112,140,112,133,122676648,94402312,13394319,9990809
11/14/2011 17:48,470.72,949.47,112,140,112,133,122677464,94403000,13394319,9990992
11/14/2011 17:58,944.41,949.47,112,140,112,133,122678312,94403680,13394319,9991101
11/14/2011 18:08,944.41,949.47,112,140,112,133,122679104,94404328,13394319,9991147
11/14/2011 18:18,944.41,949.47,112,140,112,133,122679896,94404976,13394319,9991191
11/14/2011 18:28,944.41,949.47,112,140,112,133,122680680,94405640,13394319,9991253
11/14/2011 18:38,944.41,949.47,112,140,112,133,122681488,94406320,13394319,9991290
11/14/2011 18:48,944.41,949.47,112,140,112,133,122682288,94406968,13394319,9991332
11/14/2011 18:58,944.41,949.47,112,140,112,133,122683072,94407616,13394319,9991427
11/14/2011 19:08,944.41,949.47,112,140,112,133,122683864,94408296,13394368,9991487
11/14/2011 19:18,944.41,949.47,112,140,112,133,122684664,94408960,13394570,9991524
11/14/2011 19:28,944.41,1004.08,112,140,112,133,122685456,94409632,13394788,9991565
11/14/2011 19:38,944.41,949.08,112,140,112,133,122686232,94410360,13395004,9991674
11/14/2011 19:48,944.41,949.08,112,140,112,133,122687048,94411040,13395214,9991747
11/14/2011 19:58,966.12,949.08,112,140,112,133,122687848,94411704,13395214,9991791
11/14/2011 20:08,960.86,949.08,112,140,112,133,122688696,94412368,13395214,9991899
11/14/2011 20:18,947.77,949.08,112,140,112,133,122689552,94413040,13395224,9992071
11/14/2011 20:28,947.77,949.08,112,140,112,133,122690368,94413712,13395411,9992144
11/14/2011 20:38,947.77,949.08,112,140,112,133,122691184,94414376,13395597,9992181
11/14/2011 20:48,947.77,949.08,112,140,112,133,122691976,94415048,13395616,9992225
11/14/2011 20:58,947.77,949.08,112,140,111,133,122692776,94415720,13395616,9992299
11/14/2011 21:08,947.77,949.08,112,140,112,133,122693592,94416400,13395616,9992370
11/14/2011 21:18,947.77,949.08,112,140,112,133,122694384,94417032,13395616,9992428
11/14/2011 21:28,947.77,949.08,112,140,112,133,122695168,94417688,13395616,9992465
11/14/2011 21:38,947.77,1061.02,112,140, Invalid,133,122695984,94418352,13395616,9992542
11/14/2011 21:48,947.77,955.95,112, Invalid,112,133,122696776,94419048,13395616,9992720
11/14/2011 21:58,947.77,948.31,112,140,112,133,122697568,94419736,13395616,9992815
11/14/2011 22:08,947.77,946.37,112,140,112,133,122698360,94420392,13395669,9992925
11/14/2011 22:18,1460.28,946.37,112,140,112,133,122699160,94421016,13395892,9993020
11/14/2011 22:28,971.74,946.37,112,140,111,133,122699992,94421656,13396112,9993079
11/14/2011 22:38,927.15,946.37,112,140,112,133,122700832,94422312,13396332,9993161
11/14/2011 22:48,637.16,946.37,112,140,111,133,122701712,94422992,13396551,9993347
11/14/2011 22:58,921.35,946.37,112,140,112,133,122702576,94423664,13396755,9993457
11/14/2011 23:08,950.54,946.37,112,140,111,133,122703456,94424344,13396789,9993577
11/14/2011 23:18,939.25,946.37,112,140,111,133,122704272,94425008,13396789,9993698
11/14/2011 23:28,939.25,946.37,112,140,111,133,122705088,94425680,13396789,9993736
11/14/2011 23:38,939.25,946.37,112,140,112,133,122705928,94426352,13396789,9993773
11/14/2011 23:48,939.25,946.37,112,140,112,133,122706744,94427040,13396789,9993810
11/14/2011 23:58,939.25,946.37,112,140,112,133,122707568,94427736,13396789,9993848
11/15/2011 0:08,939.25,956.9,112,140,111,133,122708448,94428536,13396789,9993885
11/15/2011 0:18,939.25,954.9,112,140,111,132,122709304,94429320,13396843,9994016
11/15/2011 0:28,939.25,950.17,112,140,111,133,122710160,94430096,13397032,9994183
11/15/2011 0:38,939.25,949.86,112,140,112,132,122711016,94430848,13397218,9994271
11/15/2011 0:48,939.25,949.86,112,140,111,132,122711888,94431584,13397402,9994308
11/15/2011 0:58,939.25,949.86,112,140,111,133,122712728,94432288,13397587,9994369
11/15/2011 1:08,939.25,949.86,112,140,112,133,122713568,94432984,13397627,9994502
11/15/2011 1:18,943.79,949.86,112,140,112,133,122714440,94433680,13397627,9994602
11/15/2011 1:28,943.79,949.86,112,140,112,133,122715272,94434360,13397627,9994660
11/15/2011 1:38,943.79,949.86,112,140,112,133,122716080,94434992,13397627,9994743
11/15/2011 1:48,943.79,949.86,112,141,112,133,122716904,94435688,13397627,9994781
11/15/2011 1:58,943.79,949.86,112,141,112,133,122717760,94436384,13397627,9994818
11/15/2011 2:08,943.79,949.86,112,140,112,133,122718600,94437040,13397774,9994888
11/15/2011 2:18,943.79,949.86,112,141,112,133,122719384,94437664,13397983,9994974
11/15/2011 2:28,943.79,949.86,112,140,112,133,122720152,94438296,13398199,9995058
11/15/2011 2:38,943.79,939.11,112,140,112,133,122720944,94438968,13398390,9995095
11/15/2011 2:48,943.79,939.11,112,140,112,133,122721744,94439640,13398390,9995131
11/15/2011 2:58,943.79,939.11,112,140,112,132,122722576,94440328,13398390,9995248
11/15/2011 3:08,943.79,939.11,112,140,112,132,122723448,94441080,13398390,9995285
11/15/2011 3:18,758.21,939.11,112,140,112,133,122724312,94441792,13398390,9995322
11/15/2011 3:28,507.48,939.11,112,139,112,133,122725192,94442440,13398390,9995421
11/15/2011 3:38,738.69,939.11,112,140,112,133,122726080,94443104,13398390,9995535
11/15/2011 3:48,949.46,939.11,112,140,112,132,122726944,94443760,13398390,9995653
11/15/2011 3:58,949.46,939.11,111,140,112,132,122727768,94444408,13398407,9995759
11/15/2011 4:08,949.46,939.11,111,140,112,132,122728568,94445040,13398579,9995796
11/15/2011 4:18,949.46,939.11,111,140,112,132,122729408,94445704,13398747,9995833
11/15/2011 4:28,949.46,939.11,111,140,112,132,122730256,94446384,13398913,9995869
11/15/2011 4:38,949.46,1090.49,112,140,112,133,122731088,94447048,13399077,9995906
11/15/2011 4:48,949.46,954.11,112,140,112,133,122731912,94447784,13399241,9996032
11/15/2011 4:58,949.46,947.12,111,140,112,133,122732768,94448512,13399306,9996141
11/15/2011 5:08,949.46,947.12,112,140,112,133,122733624,94449200,13399306,9996180
11/15/2011 5:18,949.46,947.12,112,141,112,133,122734480,94449896,13399306,9996217
11/15/2011 5:28,949.46,947.12,113,140,112,133,122735328,94450576,13399306,9996277
11/15/2011 5:38,949.46,947.12,113,141,112,133,122736200,94451288,13399306,9996334
11/15/2011 5:48,858.2,947.12,112,140,112,133,122737080,94451992,13399306,9996386
11/15/2011 5:58,916.56,947.12,112,140,112,133,122738016,94452712,13399306,9996575
11/15/2011 6:08,949.28,947.12,112,140,112,133,122738904,94453424,13399306,9996621
11/15/2011 6:18,949.28,947.12,112,140,112,133,122739760,94454136,13399306,9996696
11/15/2011 6:28,949.28,947.12,112,140,112,133,122740624,94454832,13399306,9996733
11/15/2011 6:38,949.28,947.12,112,140,112,133,122741480,94455536,13399306,9996773
11/15/2011 6:48,949.28,947.12,112,140,112,133,122742352,94456280,13399453,9996823
11/15/2011 6:58,949.28,946.72,112,140,112,133,122743224,94457024,13399657,9996860
11/15/2011 7:08,949.28,948.73,112,140,112,133,122744112,94457840,13399875,9996997
11/15/2011 7:18,949.28,946.35,113,140,112,133,122745000,94458624,13400089,9997073
11/15/2011 7:28,949.28,946.35,112,140,112,133,122745904,94459400,13400245,9997126
11/15/2011 7:38,949.28,946.35,113,140,112,133,122746784,94460144,13400245,9997206
11/15/2011 7:48,949.28,946.35,112,140,112,133,122747648,94460872,13400245,9997259
11/15/2011 7:58,949.28,946.35,113,140,112,133,122748536,94461648,13400245,9997298
11/15/2011 8:08,470.72,946.35,112,140,112,133,122749464,94462376,13400245,9997463
11/15/2011 8:18,949.69,946.35,112,140,112,133,122750376,94463088,13400245,9997560
11/15/2011 8:28,949.69,946.35,112,140,112,133,122751240,94463832,13400245,9997619
11/15/2011 8:38,949.69,946.35,113,140,112,133,122752104,94464560,13400245,9997715
11/15/2011 8:48,949.69,946.35,113,140,112,133,122752968,94465304,13400245,9997756
11/15/2011 8:58,949.69,946.35,112,140,112,133,122753840,94466016,13400245,9997794
11/15/2011 9:08,949.69,946.35,112,140,112,133,122754688,94466744,13400245,9997870
11/15/2011 9:18,949.69,950.34,112,140,112,133,122755552,94467504,13400245,9997949
11/15/2011 9:28,949.69,948.35,111,140,112,133,122756408,94468280,13400245,9998113
11/15/2011 9:38,949.69,948.35,111,140,112,133,122757264,94468976,13400245,9998165
11/15/2011 9:48,949.69,948.35,111,140,112,133,122758128,94469720,13400412,9998206
11/15/2011 9:58,949.69,948.35,111,140,112,132,122758992,94470432,13400598,9998276
11/15/2011 10:08,949.69,948.35,111,140,112,132,122759824,94471120,13400782,9998322
11/15/2011 10:18,656.89,948.35,111,140,112,132,122760688,94471832,13400967,9998363
11/15/2011 10:28,480.62,948.35,111,139,112,132,122761600,94472536,13401153,9998532
11/15/2011 10:38,470.71,948.35,111,139,112,132,122762528,94473288,13401337,9998634
11/15/2011 10:48,947.55,948.35,111,139,112,132,122763432,94473992,13401503,9998793
11/15/2011 10:58,947.55,948.35,111,139,112,132,122764280,94474704,13401667,9998873
11/15/2011 11:08,947.55,948.35,111,140,112,132,122765128,94475424,13401830,9999045
11/15/2011 11:18,947.55,948.35,111,140,112,132,122765936,94476072,13401996,9999097
11/15/2011 11:28,947.55,1214.16,111,139,112,132,122766752,94476792,13402132,9999134
11/15/2011 11:38,947.55,959.59,111,140,112,132,122767624,94477624,13402132,9999171
11/15/2011 11:48,947.55,952.21,111,139,112,132,122768488,94478392,13402132,9999336
11/15/2011 11:58,947.55,949.08,111,140,112,132,122769328,94479080,13402132,9999396
11/15/2011 12:08,947.55,949.08,111,140,112,132,122770192,94479784,13402132,9999432
11/15/2011 12:18,947.55,949.08,111,140,112,132,122771056,94480520,13402132,9999469
11/15/2011 12:28,947.55,949.08,111,139,112,132,122771920,94481224,13402132,9999508
11/15/2011 12:38,947.55,949.08,111,139,112,132,122772768,94481952,13402132,9999545
11/15/2011 12:48,947.55,949.08,111,139,112,132,122773632,94482688,13402132,9999609
11/15/2011 12:58,947.55,949.08,111,140,112,132,122774496,94483424,13402132,9999663
11/15/2011 13:08,789.43,965.39,111,140,112,132,122775360,94484168,13402132,9999722
11/15/2011 13:18,789.43,948.52,111,140,112,132,122776208,94484936,13402132,9999916
11/15/2011 13:28,789.43,948.52,111,140,112,132,122777048,94485648,13402132,9999984
11/15/2011 13:38,789.43,948.52,111,140,112,132,122777904,94486368,13402173,10000023
11/15/2011 13:48,789.43,948.52,111,139,112,132,122778760,94487104,13402398,10000060
11/15/2011 13:58,789.43,948.52,111,139,112,132,122779608,94487824,13402619,10000102
11/15/2011 14:08,789.43,948.52,111,140,112,132,122780480,94488592,13402839,10000139
11/15/2011 14:18,789.43,948.52,111,140,112,132,122781328,94489344,13403061,10000177
11/15/2011 14:28,789.43,948.52,111,139,111,131,122782176,94490072,13403106,10000272
11/15/2011 14:38,789.43,948.52,111,139,112,131,122783032,94490808,13403106,10000320
11/15/2011 14:48,789.43,948.52,111,139,112,131,122783888,94491528,13403106,10000366
11/15/2011 14:58,789.43,948.52,111,140,112,132,122784768,94492288,13403106,10000403
11/15/2011 15:08,789.43,948.52,111,140,112,132,122785624,94493008,13403106,10000448
11/15/2011 15:18,789.43,948.52,112,140,112,132,122786504,94493760,13403106,10000495
11/15/2011 15:28,789.43,948.52,112,140,112,132,122787376,94494488,13403106,10000554
11/15/2011 15:38,789.43,948.52,112,140,112,132,122788256,94495216,13403106,10000614
11/15/2011 15:48,789.43,948.52,112,140,112,132,122789104,94495920,13403106,10000700
11/15/2011 15:58,789.43,948.52,112,140,112,132,122789960,94496624,13403106,10000796
11/15/2011 16:08,789.43,948.52,112,140,112,132,122790816,94497344,13403106,10000833
11/15/2011 16:18,789.43,948.52,112,140,112,132,122791672,94498040,13403106,10000869
11/15/2011 16:28,789.43,948.52,112,140,112,132,122792512,94498744,13403106,10000955
11/15/2011 16:38,789.43,948.52,112,140,112,132,122793360,94499448,13403106,10001007
11/15/2011 16:48,789.43,948.52,112,140,112,132,122794232,94500176,13403107,10001044
11/15/2011 16:58,789.43,948.52,112,140,112,132,122795096,94500888,13403281,10001080
11/15/2011 17:08,997.41,958.95,112,140,112,132,122795992,94501640,13403454,10001183
11/15/2011 17:18,983.2,947.53,112,140,112,132,122796928,94502432,13403625,10001417
11/15/2011 17:28,974.99,946.85,112,140,112,132,122797832,94503120,13403793,10001591
11/15/2011 17:38,973.35,946.85,112,140,112,132,122798744,94503816,13403960,10001693
11/15/2011 17:48,972.7,946.85,112,140,112,132,122799664,94504528,13404126,10001832
11/15/2011 17:58,962.68,946.85,112,140,112,132,122800608,94505272,13404292,10001954
11/15/2011 18:08,959.71,946.85,112,140,112,132,122801528,94505984,13404474,10002119
11/15/2011 18:18,952.02,946.85,112,140,112,132,122802432,94506680,13404659,10002259
11/15/2011 18:28,948.48,946.85,112,140,112,132,122803304,94507400,13404845,10002384
11/15/2011 18:38,948.48,946.85,112,140,112,132,122804136,94508096,13405031,10002436
11/15/2011 18:48,948.48,946.85,112,140,112,132,122805000,94508832,13405218,10002472
11/15/2011 18:58,948.48,946.85,112,140,112,132,122805864,94509552,13405230,10002509
11/15/2011 19:08,948.48,946.85,112,140,112,132,122806728,94510272,13405230,10002554
11/15/2011 19:18,948.48,946.85,112,140,112,132,122807592,94511000,13405230,10002600
11/15/2011 19:28,948.48,964.32,112,140,112,132,122808448,94511752,13405374,10002699
11/15/2011 19:38,948.48,960.66,112,140,112,132,122809328,94512568,13405436,10002817
11/15/2011 19:48,948.48,952.62,112,140,112,132,122810208,94513360,13405436,10002986
11/15/2011 19:58,948.48,947.1,112,140,112,132,122811072,94514120,13405436,10003092
11/15/2011 20:08,948.48,947.1,112,140,112,132,122811912,94514840,13405436,10003161
11/15/2011 20:18,948.48,947.1,112,140,112,132,122812760,94515560,13405436,10003256
11/15/2011 20:28,478.62,947.1,112,140,112,132,122813648,94516280,13405436,10003304
11/15/2011 20:38,476.49,947.1,112,140,112,132,122814552,94517016,13405472,10003350
11/15/2011 20:48,471.63,947.1,112,140,112,132,122815488,94517808,13405662,10003490
11/15/2011 20:58,947.23,947.1,111,140,112,132,122816384,94518568,13405847,10003647
11/15/2011 21:08,947.23,947.1,111,140,112,132,122817248,94519312,13406032,10003690
11/15/2011 21:18,947.23,947.1,111,140,112,132,122818104,94520040,13406216,10003730
11/15/2011 21:28,947.23,947.1,111,140,112,132,122818992,94520800,13406402,10003804
11/15/2011 21:38,947.23,947.1,110,140,112,132,122819848,94521536,13406458,10003841
11/15/2011 21:48,947.23,947.1,110,139,112,132,122820696,94522248,13406458,10003914
11/15/2011 21:58,947.23,980.47,111,139,112,131,122821536,94522976,13406458,10003978
11/15/2011 22:08,947.23,954.24,111,139,112,131,122822384,94523760,13406458,10004073
11/15/2011 22:18,947.23,949.72,110,139,112,131,122823248,94524560,13406458,10004214
11/15/2011 22:28,947.23,949.72,111,139,112,131,122824096,94525264,13406458,10004287
11/15/2011 22:38,947.23,949.72,111,139,112,131,122824936,94526000,13406458,10004368
11/15/2011 22:48,947.23,949.72,110,139,112,131,122825776,94526720,13406458,10004415
11/15/2011 22:58,481.45,949.72,110,139,112,131,122826656,94527432,13406611,10004509
11/15/2011 23:08,471.83,949.72,111,139,112,132,122827560,94528152,13406822,10004611
11/15/2011 23:18,475.54,949.72,110,139,112,132,122828472,94528872,13407038,10004779
11/15/2011 23:28,944.74,949.72,111,139,112,132,122829400,94529608,13407256,10004927
11/15/2011 23:38,944.74,949.72,110,139,112,132,122830240,94530304,13407471,10005014
11/15/2011 23:48,944.74,949.72,110,139,112,132,122831080,94531016,13407557,10005069
11/15/2011 23:58,944.74,949.72,110,139,112,132,122831952,94531744,13407557,10005106
11/16/2011 0:08,944.74,949.72,110,139,112,132,122832824,94532464,13407557,10005174
11/16/2011 0:18,944.74,999.44,111,139,112,132,122833656,94533168,13407557,10005225
11/16/2011 0:28,944.74,947.89,111,139,112,132,122834504,94533920,13407557,10005374
11/16/2011 0:38,944.74,947.79,110,139,112,132,122835352,94534624,13407557,10005446
11/16/2011 0:48,944.74,947.79,110,139,112,132,122836184,94535320,13407557,10005517
11/16/2011 0:58,944.74,947.79,110,139,112,132,122837008,94535992,13407592,10005549
11/16/2011 1:08,944.74,947.79,111,139,112,132,122837848,94536696,13407762,10005610
11/16/2011 1:18,944.74,947.79,111,139,112,132,122838680,94537392,13407934,10005665
11/16/2011 1:28,1521.9,947.79,110,139,112,132,122839528,94538096,13408119,10005702
11/16/2011 1:38,960.93,947.79,110,139,112,132,122840416,94538760,13408197,10005926
11/16/2011 1:48,945.08,947.79,110,139,112,132,122841256,94539400,13408197,10006079
11/16/2011 1:58,945.08,947.79,111,139,112,132,122842000,94540000,13408324,10006135
11/16/2011 2:08,945.08,947.79,111,139,112,132,122842800,94540688,13408543,10006172
11/16/2011 2:18,945.08,947.79,111,139,112,132,122843680,94541448,13408755,10006210
11/16/2011 2:28,945.08,947.79,111,139,112,132,122844552,94542168,13408755,10006247
11/16/2011 2:38,945.08,961.13,111,139,112,132,122845408,94542920,13408755,10006285
11/16/2011 2:48,945.08,948.51,111,139,112,132,122846240,94543672,13408755,10006394
11/16/2011 2:58,945.08,948.5,111,139,112,132,122847088,94544424,13408755,10006533
11/16/2011 3:08,945.08,948.5,111,139,112,132,122847928,94545128,13408755,10006598
11/16/2011 3:18,945.08,948.5,111,139,112,132,122848776,94545832,13408755,10006653
11/16/2011 3:28,945.08,948.5,112,139,112,132,122849624,94546528,13408755,10006692
11/16/2011 3:38,945.08,948.5,112,139,112,132,122850480,94547264,13408791,10006748
11/16/2011 3:48,977.03,948.5,112,139,112,132,122851352,94547984,13408980,10006815
11/16/2011 3:58,478.54,948.5,112,139,112,132,122852264,94548704,13409164,10006946
11/16/2011 4:08,482.5,948.5,112,139,112,132,122853192,94549432,13409348,10007088
11/16/2011 4:18,471.01,948.5,112,139,112,132,122854104,94550160,13409532,10007248
11/16/2011 4:28,949.85,948.5,112,139,112,132,122855000,94550864,13409717,10007385
11/16/2011 4:38,949.85,948.5,112,139,112,132,122855840,94551552,13409899,10007422
11/16/2011 4:48,949.85,948.5,112,139,112,132,122856688,94552264,13409972,10007499
11/16/2011 4:58,949.85,972.97,112,139,112,132,122857544,94552992,13409972,10007550
11/16/2011 5:08,949.85,962.22,112,139,112,132,122858400,94553760,13409972,10007672
11/16/2011 5:18,949.85,954.68,112,139,112,132,122859264,94554536,13409972,10007750
11/16/2011 5:28,949.85,949.33,112,139,112,132,122860160,94555344,13409972,10007789
11/16/2011 5:38,949.85,949.33,112,139,112,132,122861072,94556128,13409972,10007848
11/16/2011 5:48,949.85,949.33,112,139,112,131,122861944,94556864,13409972,10007929
11/16/2011 5:58,949.85,949.33,112,139,112,131,122862816,94557608,13409972,10008024
11/16/2011 6:08,949.85,949.33,111,139,112,131,122863704,94558368,13409972,10008062
11/16/2011 6:18,949.85,949.33,111,139,112,131,122864568,94559104,13409972,10008167
11/16/2011 6:28,594.71,949.33,111,139,112,131,122865440,94559808,13409972,10008209
11/16/2011 6:38,477.98,949.33,111,139,112,132,122866328,94560520,13409972,10008332
11/16/2011 6:48,468.21,949.33,111,139,112,131,122867256,94561248,13409972,10008481
11/16/2011 6:58,946.86,949.33,111,139,112,131,122868144,94561976,13409972,10008581
11/16/2011 7:08,946.86,949.33,111,139,112,131,122868984,94562672,13409972,10008651
