0910161570
Date,Sensor1 (S1),Sensor2 (S2),Sensor4 (S4),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Sensor Temperature4 (S4),Level (AI_1),Level (AI_2),Level (AI_3),FlowMeter Total (DI_1),FlowMeter Total (DI_2),FlowMeter Total (DI_3)
,Boiler 1 Cond.,Boiler 2 Cond.,Chill Conductiv,Boiler 1 Cond.,Boiler 2 Cond.,Chill Conductiv,WT-3462,PP-3060,WT-3516,Boiler Feedwate,Boiler Makeup,Chilled Makeup
,µS,µS,µS,F,F,F,Gallons,Gallons,Gallons,Gallons,Gallons,Gallons
11/07/2011 03:02:01,  2181.36, 2161.12, 1494.17, 288, 278,  54,      49,      70,      51,    368490.00,     29200.00,         0.00,
11/07/2011 03:12:01,  2181.36, 2161.12, 1503.41, 288, 278,  53,      49,      70,      51,    368540.00,     29200.00,         0.00,
11/07/2011 03:22:01,  2181.36, 2161.12, 1507.81, 288, 278,  53,      49,      70,      51,    368590.00,     29200.00,         0.00,
11/07/2011 03:32:01,  2181.36, 2161.12, 1498.20, 288, 278,  53,      49,      70,      51,    368640.00,     29200.00,         0.00,
11/07/2011 03:42:01,  2181.36, 2161.12, 1487.01, 288, 278,  54,      49,      70,      51,    368700.00,     29200.00,         0.00,
11/07/2011 03:52:01,  2330.79, 2161.12, 1491.72, 313, 278,  54,      49,      70,      51,    368750.00,     29200.00,         0.00,
11/07/2011 04:02:01,  2264.82, 2161.12, 1497.70, 326, 278,  53,      49,      70,      51,    368830.00,     29200.00,         0.00,
11/07/2011 04:12:01,  2241.12, 2161.12, 1488.06, 327, 278,  54,      49,      70,      51,    368900.00,     29200.00,         0.00,
11/07/2011 04:22:01,  2231.50, 2161.12, 1496.92, 326, 278,  53,      49,      70,      51,    368970.00,     29200.00,         0.00,
11/07/2011 04:32:01,  2232.74, 2161.12, 1494.48, 326, 278,  54,      49,      70,      51,    369050.00,     29200.00,         0.00,
11/07/2011 04:42:01,  2230.21, 2161.12, 1488.83, 326, 278,  54,      49,      70,      51,    369150.00,     29200.00,         0.00,
11/07/2011 04:52:01,  2223.28, 2161.12, 1493.07, 325, 278,  54,      49,      70,      51,    369280.00,     29200.00,         0.00,
11/07/2011 05:02:01,  2197.33, 2161.12, 1482.39, 317, 278,  54,      49,      70,      51,    369420.00,     29200.00,         0.00,
11/07/2011 05:12:01,  2197.33, 2161.12, 1476.50, 317, 278,  54,      49,      70,      51,    369560.00,     29200.00,         0.00,
11/07/2011 05:22:01,  2197.33, 2161.12, 1481.42, 317, 278,  54,      49,      70,      51,    369680.00,     29200.00,         0.00,
11/07/2011 05:32:01,  2197.33, 2161.12, 1506.44, 317, 278,  53,      49,      70,      51,    369780.00,     29200.00,         0.00,
11/07/2011 05:42:01,  2197.33, 2161.12, 1501.91, 317, 278,  53,      49,      70,      51,    369900.00,     29200.00,         0.00,
11/07/2011 05:52:01,  2197.33, 2161.12, 1490.87, 317, 278,  54,      49,      70,      51,    370020.00,     29200.00,         0.00,
11/07/2011 06:02:01,  2197.33, 2161.12, 1484.38, 317, 278,  54,      49,      70,      51,    370150.00,     29200.00,         0.00,
11/07/2011 06:12:01,  2197.33, 2161.12, 1485.99, 317, 278,  54,      49,      70,      51,    370270.00,     29200.00,         0.00,
11/07/2011 06:22:01,  2197.33, 2161.12, 1479.01, 317, 278,  54,      49,      70,      51,    370380.00,     29200.00,         0.00,
11/07/2011 06:32:01,  2197.33, 2161.12, 1488.66, 317, 278,  54,      49,      70,      51,    370510.00,     29200.00,         0.00,
11/07/2011 06:42:01,  2197.33, 2246.60, 1482.78, 317, 187,  54,      49,      70,      51,    370630.00,     29200.00,         0.00,
11/07/2011 06:52:01,  2197.33, 2133.92, 1489.41, 317, 232,  54,      49,      70,      51,    370750.00,     29200.00,         0.00,
11/07/2011 07:02:01,  2226.31, 2131.30, 1491.08, 321, 190,  54,      49,      70,      51,    370880.00,     29200.00,         0.00,
11/07/2011 07:12:01,  2227.33, 2129.09, 1494.71, 321, 170,  54,      49,      70,      51,    371020.00,     29200.00,         0.00,
11/07/2011 07:22:01,  2216.36, 2124.96, 1484.37, 322, 159,  54,      49,      70,      51,    371140.00,     29300.00,         0.00,
11/07/2011 07:32:01,  2222.15, 2124.20, 1486.62, 321, 153,  54,      49,      70,      51,    371260.00,     29300.00,         0.00,
11/07/2011 07:42:01,  2196.83, 2126.02, 1458.01, 318, 151,  55,      49,      70,      51,    371380.00,     29300.00,         0.00,
11/07/2011 07:52:01,  2196.83, 2126.02, 1452.00, 318, 151,  55,      49,      70,      51,    371490.00,     29300.00,         0.00,
11/07/2011 08:02:01,  2196.83, 2126.02, 1452.41, 318, 151,  55,      49,      70,      51,    371560.00,     29300.00,         0.00,
11/07/2011 08:12:01,  2196.83, 2126.02, 1472.66, 318, 151,  54,      49,      70,      51,    371640.00,     29300.00,         0.00,
11/07/2011 08:22:01,  2196.83, 2126.02, 1458.33, 318, 151,  55,      49,      70,      51,    371740.00,     29300.00,         0.00,
11/07/2011 08:32:01,  2196.83, 2126.02, 1465.47, 318, 151,  55,      49,      70,      51,    371860.00,     29300.00,         0.00,
11/07/2011 08:42:01,  2196.83, 2126.02, 1468.24, 318, 151,  55,      49,      70,      51,    371950.00,     29300.00,         0.00,
11/07/2011 08:52:01,  2196.83, 2126.02, 1432.27, 318, 151,  56,      49,      70,      51,    372020.00,     29300.00,         0.00,
11/07/2011 09:02:01,  2196.83, 2126.02, 1444.98, 318, 151,  56,      49,      70,      51,    372100.00,     29300.00,         0.00,
11/07/2011 09:12:01,  2196.83, 2126.02, 1450.67, 318, 151,  55,      49,      70,      51,    372210.00,     29300.00,         0.00,
11/07/2011 09:22:01,  2196.83, 2126.02, 1457.49, 318, 151,  55,      49,      70,      51,    372290.00,     29300.00,         0.00,
11/07/2011 09:32:01,  2196.83, 2126.02, 1458.14, 318, 151,  55,      49,      70,      51,    372360.00,     29300.00,         0.00,
11/07/2011 09:42:01,  2287.85, 2126.02, 1461.79, 319, 151,  55,      49,      70,      51,    372450.00,     29300.00,         0.00,
11/07/2011 09:52:01,  2256.62, 2126.02, 1448.86, 324, 151,  55,      49,      70,      51,    372550.00,     29300.00,         0.00,
11/07/2011 10:02:01,  2250.68, 2126.02, 1426.37, 323, 151,  57,      49,      70,      51,    372650.00,     29400.00,         0.00,
11/07/2011 10:12:01,  2245.14, 2126.02, 1420.22, 323, 151,  57,      49,      70,      51,    372730.00,     29400.00,         0.00,
11/07/2011 10:22:01,  2187.77, 2126.02, 1426.24, 318, 151,  57,      49,      70,      51,    372820.00,     29400.00,         0.00,
11/07/2011 10:32:01,  2187.77, 2126.02, 1416.97, 318, 151,  57,      49,      70,      51,    372860.00,     29400.00,         0.00,
11/07/2011 10:42:01,  2187.77, 2126.02, 1413.30, 318, 151,  57,      49,      70,      51,    372960.00,     29400.00,         0.00,
11/07/2011 10:52:01,  2187.77, 2126.02, 1408.44, 318, 151,  57,      49,      70,      51,    373040.00,     29400.00,         0.00,
11/07/2011 11:02:01,  2187.77, 2126.02, 1428.08, 318, 151,  56,      49,      70,      51,    373090.00,     29400.00,         0.00,
11/07/2011 11:12:01,  2187.77, 2126.02, 1412.87, 318, 151,  57,      49,      70,      51,    373150.00,     29400.00,         0.00,
11/07/2011 11:22:01,  2187.77, 2126.02, 1403.32, 318, 151,  58,      49,      70,      51,    373220.00,     29400.00,         0.00,
11/07/2011 11:32:01,  2187.77, 2126.02, 1411.21, 318, 151,  57,      49,      70,      51,    373330.00,     29400.00,         0.00,
11/07/2011 11:42:01,  2187.77, 2126.02, 1396.43, 318, 151,  58,      49,      70,      51,    373360.00,     29400.00,         0.00,
11/07/2011 11:52:01,  2187.77, 2126.02, 1409.48, 318, 151,  57,      49,      70,      51,    373440.00,     29400.00,         0.00,
11/07/2011 12:02:01,  2187.77, 2126.02, 1408.92, 318, 151,  57,      49,      70,      51,    373540.00,     29400.00,         0.00,
11/07/2011 12:12:01,  2187.77, 2126.02, 1414.20, 318, 151,  57,      49,      70,      51,    373620.00,     29400.00,         0.00,
11/07/2011 12:22:01,   843.59, 2126.02, 1424.28, 324, 151,  56,      49,      70,      51,    373710.00,     29400.00,         0.00,
11/07/2011 12:32:01,  2199.78, 2126.02, 1427.28, 318, 151,  56,      49,      70,      51,    373810.00,     29400.00,         0.00,
11/07/2011 12:42:01,  2199.78, 2126.02, 1438.67, 318, 151,  56,      49,      70,      51,    373920.00,     29500.00,         0.00,
11/07/2011 12:52:01,  2199.78, 2126.02, 1433.25, 318, 151,  56,      49,      70,      51,    373980.00,     29500.00,         0.00,
11/07/2011 13:02:01,  2199.78, 2126.02, 1428.89, 318, 151,  56,      49,      70,      51,    374090.00,     29500.00,         0.00,
11/07/2011 13:12:01,  2199.78, 2126.02, 1404.48, 318, 151,  57,      49,      70,      51,    374160.00,     29500.00,         0.00,
11/07/2011 13:22:01,  2199.78, 2126.02, 1391.11, 318, 151,  58,      49,      70,      51,    374240.00,     29500.00,         0.00,
11/07/2011 13:32:01,  2199.78, 2126.02, 1398.27, 318, 151,  58,      49,      70,      51,    374320.00,     29500.00,         0.00,
11/07/2011 13:42:01,  2199.78, 2126.02, 1406.07, 318, 151,  57,      49,      70,      51,    374390.00,     29500.00,         0.00,
11/07/2011 13:52:01,  2199.78, 2126.02, 1408.99, 318, 151,  57,      49,      70,      51,    374480.00,     29500.00,         0.00,
11/07/2011 14:02:01,  2199.78, 2126.02, 1408.33, 318, 151,  57,      49,      70,      51,    374550.00,     29500.00,         0.00,
11/07/2011 14:12:01,  2199.78, 2126.02, 1407.81, 318, 151,  57,      49,      70,      51,    374640.00,     29500.00,         0.00,
11/07/2011 14:22:01,  2199.78, 2126.02, 1407.40, 318, 151,  57,      49,      70,      51,    374710.00,     29500.00,         0.00,
11/07/2011 14:32:01,  1187.00, 2126.02, 1418.90, 271, 151,  57,      49,      70,      51,    374750.00,     29500.00,         0.00,
11/07/2011 14:42:01,   851.65, 2126.02, 1405.24, 326, 151,  57,      49,      70,      51,    374820.00,     29500.00,         0.00,
11/07/2011 14:52:01,   823.91, 2126.02, 1402.21, 325, 151,  58,      49,      70,      51,    374890.00,     29500.00,         0.00,
11/07/2011 15:02:01,  2193.48, 2126.02, 1412.35, 318, 151,  57,      49,      70,      51,    374970.00,     29500.00,         0.00,
11/07/2011 15:12:01,  2193.48, 2126.02, 1423.71, 318, 151,  56,      49,      70,      51,    375030.00,     29600.00,         0.00,
11/07/2011 15:22:01,  2193.48, 2126.02, 1422.89, 318, 151,  57,      49,      70,      51,    375090.00,     29600.00,         0.00,
11/07/2011 15:32:01,  2193.48, 2126.02, 1442.56, 318, 151,  56,      49,      70,      51,    375160.00,     29600.00,         0.00,
11/07/2011 15:42:01,  2193.48, 2126.02, 1441.11, 318, 151,  56,      49,      70,      51,    375250.00,     29600.00,         0.00,
11/07/2011 15:52:01,  2193.48, 2111.81, 1457.38, 318, 177,  55,      49,      70,      51,    375320.00,     29600.00,         0.00,
11/07/2011 16:02:01,  2193.48, 2099.76, 1453.20, 318, 153,  55,      49,      70,      51,    375390.00,     29600.00,         0.00,
11/07/2011 16:12:02,  2193.48, 2104.95, 1458.01, 318, 141,  55,      49,      70,      51,    375470.00,     29600.00,         0.00,
11/07/2011 16:22:01,  2193.48, 2109.34, 1460.10, 318, 135,  55,      49,      70,      51,    375540.00,     29600.00,         0.00,
11/07/2011 16:32:01,  2193.48, 2104.72, 1465.85, 318, 132,  55,      49,      70,      51,    375630.00,     29600.00,         0.00,
11/07/2011 16:42:01,  2193.48, 2110.12, 1476.35, 318, 128,  54,      49,      70,      51,    375730.00,     29600.00,         0.00,
11/07/2011 16:52:01,  2193.48, 2112.48, 1473.70, 318, 125,  54,      49,      70,      51,    375850.00,     29600.00,         0.00,
11/07/2011 17:02:01,   842.73, 2117.78, 1467.60, 273, 121,  55,      49,      70,      51,    375920.00,     29600.00,         0.00,
11/07/2011 17:12:01,  2185.31, 2108.57, 1501.72, 278, 120,  53,      49,      70,      51,    376030.00,     29600.00,         0.00,
11/07/2011 17:22:01,  2185.31, 2104.89, 1490.78, 278, 118,  54,      49,      70,      51,    376090.00,     29600.00,         0.00,
11/07/2011 17:32:01,  2185.31, 2103.95, 1493.00, 278, 116,  54,      49,      70,      51,    376150.00,     29600.00,         0.00,
11/07/2011 17:42:01,  2185.31, 2102.83, 1484.84, 278, 114,  54,      49,      70,      51,    376220.00,     29600.00,         0.00,
11/07/2011 17:52:01,  2185.31, 2104.59, 1477.53, 278, 112,  54,      48,      70,      51,    376310.00,     29600.00,         0.00,
11/07/2011 18:02:01,  2185.31, 2104.14, 1476.82, 278, 111,  54,      48,      70,      51,    376370.00,     29600.00,         0.00,
11/07/2011 18:12:01,  2185.31, 2103.21, 1481.33, 278, 109,  54,      48,      70,      51,    376440.00,     29600.00,         0.00,
11/07/2011 18:22:01,  2185.31, 2101.30, 1481.73, 278, 107,  54,      48,      70,      51,    376500.00,     29600.00,         0.00,
11/07/2011 18:32:01,  2185.31, 2103.67, 1482.88, 278, 105,  54,      49,      70,      51,    376560.00,     29600.00,         0.00,
11/07/2011 18:42:01,  2185.31, 2106.08, 1489.72, 278, 103,  54,      48,      70,      51,    376630.00,     29600.00,         0.00,
11/07/2011 18:52:01,  2185.31, 2113.15, 1488.88, 278, 102,  54,      49,      70,      51,    376690.00,     29600.00,         0.00,
11/07/2011 19:02:01,  2185.31, 2116.03, 1503.46, 278, 101,  53,      49,      70,      51,    376740.00,     29700.00,         0.00,
11/07/2011 19:12:01,  2205.15, 2114.15, 1501.90, 292, 100,  53,      49,      70,      51,    376810.00,     29700.00,         0.00,
11/07/2011 19:22:01,  2188.45, 2118.68, 1500.15, 287, 100,  53,      49,      70,      51,    376920.00,     29700.00,         0.00,
11/07/2011 19:32:01,  2188.45, 2118.48, 1495.90, 287, 100,  54,      49,      70,      51,    377010.00,     29700.00,         0.00,
11/07/2011 19:42:01,  2188.45, 2115.06, 1501.02, 287,  99,  53,      48,      70,      51,    377070.00,     29700.00,         0.00,
11/07/2011 19:52:01,  2188.45, 2113.57, 1478.87, 287,  98,  54,      49,      70,      51,    377130.00,     29700.00,         0.00,
11/07/2011 20:02:01,  2188.45, 2116.88, 1491.33, 287,  96,  54,      48,      70,      51,    377190.00,     29700.00,         0.00,
11/07/2011 20:12:01,  2188.45, 2117.33, 1492.76, 287,  95,  54,      48,      70,      51,    377240.00,     29800.00,         0.00,
11/07/2011 20:22:01,  2188.45, 2117.81, 1506.26, 287,  96,  53,      48,      70,      51,    377290.00,     29800.00,         0.00,
11/07/2011 20:32:01,  2188.45, 2126.28, 1513.81, 287,  97,  53,      49,      70,      51,    377350.00,     29800.00,         0.00,
11/07/2011 20:42:01,  2188.45, 2120.75, 1502.26, 287,  98,  53,      49,      70,      51,    377390.00,     29800.00,         0.00,
11/07/2011 20:52:01,  2188.45, 2115.60, 1492.68, 287,  99,  54,      49,      70,      51,    377440.00,     29800.00,         0.00,
11/07/2011 21:02:01,  2188.45, 2121.75, 1499.06, 287,  99,  53,      49,      70,      51,    377480.00,     29800.00,         0.00,
11/07/2011 21:12:01,  2188.45, 2121.08, 1493.57, 287,  98,  54,      49,      70,      51,    377520.00,     29800.00,         0.00,
11/07/2011 21:22:01,  2187.41, 2117.04, 1498.88, 279,  98,  53,      49,      70,      51,    377580.00,     29800.00,         0.00,
11/07/2011 21:32:01,  2187.41, 2115.44, 1495.41, 279,  98,  54,      49,      70,      51,    377630.00,     29800.00,         0.00,
11/07/2011 21:42:01,  2187.41, 2115.52, 1511.92, 279,  98,  53,      48,      70,      51,    377690.00,     29800.00,         0.00,
11/07/2011 21:52:01,  2187.41, 2118.50, 1504.86, 279,  96,  53,      48,      70,      51,    377740.00,     29800.00,         0.00,
11/07/2011 22:02:01,  2187.41, 2107.90, 1490.40, 279,  96,  54,      48,      70,      51,    377760.00,     29800.00,         0.00,
11/07/2011 22:12:01,  2187.41, 2112.32, 1501.05, 279,  95,  53,      49,      70,      51,    377810.00,     29800.00,         0.00,
11/07/2011 22:22:01,  2187.41, 2115.33, 1502.77, 279,  94,  53,      49,      70,      51,    377860.00,     29800.00,         0.00,
11/07/2011 22:32:01,  2187.41, 2117.31, 1500.84, 279,  93,  53,      49,      70,      51,    377900.00,     29800.00,         0.00,
11/07/2011 22:42:01,  2187.41, 2114.82, 1501.76, 279,  93,  53,      49,      70,      51,    377930.00,     29800.00,         0.00,
11/07/2011 22:52:01,  2187.41, 2114.18, 1500.82, 279,  92,  53,      49,      70,      51,    377980.00,     29800.00,         0.00,
11/07/2011 23:02:01,  2187.41, 2115.68, 1506.48, 279,  91,  53,      49,      70,      51,    378020.00,     29800.00,         0.00,
11/07/2011 23:12:01,  2187.41, 2122.47, 1508.90, 279,  90,  53,      49,      70,      51,    378060.00,     29800.00,         0.00,
11/07/2011 23:22:01,   871.02, 2261.69, 1515.73, 294,  90,  53,      49,      70,      51,    378100.00,     29800.00,         0.00,
11/07/2011 23:32:01,  2192.67, 2336.08, 1509.98, 287,  91,  53,      49,      70,      51,    378150.00,     29800.00,         0.00,
11/07/2011 23:42:01,  2192.67, 2331.19, 1496.47, 287,  91,  54,      49,      70,      51,    378190.00,     29800.00,         0.00,
11/07/2011 23:52:01,  2192.67, 2346.63, 1507.26, 287,  91,  53,      49,      70,      51,    378230.00,     29800.00,         0.00,
11/08/2011 00:02:01,  2192.67, 2360.58, 1502.95, 287,  90,  53,      49,      70,      51,    378270.00,     29800.00,         0.00,
11/08/2011 00:12:01,  2192.67, 2378.53, 1504.73, 287,  89,  53,      48,      70,      51,    378300.00,     29800.00,         0.00,
11/08/2011 00:22:01,  2192.67, 2383.84, 1498.92, 287,  88,  53,      49,      70,      51,    378360.00,     29800.00,         0.00,
11/08/2011 00:32:01,  2192.67, 2378.81, 1501.68, 287,  88,  53,      49,      70,      51,    378390.00,     29800.00,         0.00,
11/08/2011 00:42:01,  2192.67, 2374.23, 1504.05, 287,  88,  53,      49,      70,      51,    378430.00,     29800.00,         0.00,
11/08/2011 00:52:01,  2192.67, 2381.00, 1502.12, 287,  87,  53,      49,      70,      51,    378470.00,     29800.00,         0.00,
11/08/2011 01:02:01,  2192.67, 2379.83, 1506.19, 287,  87,  53,      49,      70,      51,    378510.00,     29800.00,         0.00,
11/08/2011 01:12:01,  2192.67, 2373.66, 1504.03, 287,  87,  53,      49,      70,      51,    378540.00,     29800.00,         0.00,
11/08/2011 01:22:01,  2192.67, 2367.59, 1515.82, 287,  86,  53,      49,      70,      51,    378580.00,     29800.00,         0.00,
11/08/2011 01:32:01,   698.87, 2366.34, 1510.19, 293,  86,  53,      49,      70,      51,    378620.00,     29800.00,         0.00,
11/08/2011 01:42:01,  2195.66, 2352.63, 1497.07, 287,  87,  53,      49,      70,      51,    378670.00,     29800.00,         0.00,
11/08/2011 01:52:01,  2195.66, 2332.34, 1492.34, 287,  88,  53,      49,      70,      51,    378720.00,     29900.00,         0.00,
11/08/2011 02:02:01,  2195.66, 2358.10, 1510.31, 287,  86,  53,      49,      70,      51,    378750.00,     29900.00,         0.00,
11/08/2011 02:12:02,  2195.66, 2326.91, 1495.03, 287,  87,  53,      49,      70,      51,    378790.00,     29900.00,         0.00,
11/08/2011 02:22:01,  2195.66, 2334.01, 1505.65, 287,  86,  53,      49,      70,      51,    378860.00,     29900.00,         0.00,
11/08/2011 02:32:01,  2195.66, 2332.72, 1501.28, 287,  85,  53,      49,      70,      51,    378880.00,     29900.00,         0.00,
11/08/2011 02:42:01,  2195.66, 2181.03, 1502.37, 287, 199,  53,      49,      70,      51,    378920.00,     29900.00,         0.00,
11/08/2011 02:52:01,  2195.66, 2181.03, 1501.56, 287, 199,  53,      49,      70,      51,    378970.00,     29900.00,         0.00,
11/08/2011 03:02:01,  2195.66, 2181.03, 1504.09, 287, 199,  53,      49,      70,      51,    379020.00,     29900.00,         0.00,
11/08/2011 03:12:01,  2195.66, 2181.03, 1494.33, 287, 199,  54,      49,      70,      51,    379060.00,     29900.00,         0.00,
11/08/2011 03:22:01,  2195.66, 2181.03, 1498.41, 287, 199,  53,      48,      70,      51,    379090.00,     29900.00,         0.00,
11/08/2011 03:32:01,  2195.66, 2181.03, 1499.28, 287, 199,  53,      49,      70,      51,    379130.00,     29900.00,         0.00,
11/08/2011 03:42:01,   884.15, 2181.03, 1504.64, 326, 199,  53,      48,      70,      51,    379170.00,     29900.00,         0.00,
11/08/2011 03:52:01,   813.59, 2181.03, 1507.59, 326, 199,  53,      49,      70,      51,    379240.00,     29900.00,         0.00,
11/08/2011 04:02:01,   903.74, 2181.03, 1518.79, 327, 199,  53,      48,      70,      51,    379310.00,     29900.00,         0.00,
11/08/2011 04:12:01,  1094.82, 2181.03, 1518.73, 326, 199,  53,      49,      70,      51,    379370.00,     29900.00,         0.00,
11/08/2011 04:22:01,   997.16, 2181.03, 1508.13, 326, 199,  53,      49,      70,      51,    379440.00,     29900.00,         0.00,
11/08/2011 04:32:01,  2192.92, 2181.03, 1492.12, 319, 199,  54,      49,      70,      51,    379480.00,     29900.00,         0.00,
11/08/2011 04:42:01,  2192.92, 2181.03, 1503.94, 319, 199,  53,      49,      70,      51,    379560.00,     29900.00,         0.00,
11/08/2011 04:52:01,  2192.92, 2181.03, 1507.47, 319, 199,  53,      49,      70,      51,    379650.00,     29900.00,         0.00,
11/08/2011 05:02:01,  2192.92, 2181.03, 1490.44, 319, 199,  54,      49,      70,      51,    379750.00,     29900.00,         0.00,
11/08/2011 05:12:01,  2192.92, 2181.03, 1483.26, 319, 199,  54,      49,      70,      51,    379860.00,     29900.00,         0.00,
11/08/2011 05:22:02,  2192.92, 2181.03, 1482.18, 319, 199,  54,      48,      70,      51,    379970.00,     29900.00,         0.00,
11/08/2011 05:32:01,  2192.92, 2181.03, 1486.06, 319, 199,  54,      48,      70,      51,    380080.00,     29900.00,         0.00,
11/08/2011 05:42:01,  2192.92, 2181.03, 1488.54, 319, 199,  54,      48,      70,      51,    380190.00,     29900.00,         0.00,
11/08/2011 05:52:01,  2192.92, 2181.03, 1498.13, 319, 199,  54,      48,      70,      51,    380330.00,     29900.00,         0.00,
11/08/2011 06:02:01,  2192.92, 2181.03, 1506.03, 319, 199,  53,      49,      70,      51,    380430.00,     29900.00,         0.00,
11/08/2011 06:12:01,  2192.92, 2181.03, 1479.75, 319, 199,  54,      49,      70,      51,    380560.00,     29900.00,         0.00,
11/08/2011 06:22:01,  2192.92, 2181.03, 1489.44, 319, 199,  54,      48,      70,      51,    380680.00,     29900.00,         0.00,
11/08/2011 06:32:01,  2328.99, 2181.03, 1487.93, 311, 199,  54,      48,      70,      51,    380810.00,     30000.00,         0.00,
11/08/2011 06:42:01,  2259.77, 2181.03, 1487.76, 327, 199,  54,      49,      70,      51,    380950.00,     30000.00,         0.00,
11/08/2011 06:52:01,  2250.35, 2181.03, 1483.95, 326, 199,  54,      49,      70,      51,    381080.00,     30000.00,         0.00,
11/08/2011 07:02:01,  2242.05, 2181.03, 1491.10, 327, 199,  54,      49,      70,      51,    381230.00,     30000.00,         0.00,
11/08/2011 07:12:01,  2224.47, 2181.03, 1506.87, 327, 199,  53,      49,      70,      51,    381360.00,     30000.00,         0.00,
11/08/2011 07:22:01,  2221.92, 2181.03, 1494.41, 327, 199,  54,      49,      70,      51,    381500.00,     30000.00,         0.00,
11/08/2011 07:32:01,  2227.17, 2181.03, 1472.48, 327, 199,  55,      48,      70,      51,    381630.00,     30000.00,         0.00,
11/08/2011 07:42:01,  2182.83, 2181.03, 1479.16, 318, 199,  54,      48,      70,      51,    381760.00,     30000.00,         0.00,
11/08/2011 07:52:01,  2182.83, 2181.03, 1486.99, 318, 199,  54,      48,      70,      51,    381890.00,     30100.00,         0.00,
11/08/2011 08:02:01,  2182.83, 2181.03, 1481.15, 318, 199,  54,      49,      70,      51,    382030.00,     30100.00,         0.00,
11/08/2011 08:12:01,  2182.83, 2181.03, 1488.91, 318, 199,  54,      49,      70,      51,    382130.00,     30100.00,         0.00,
11/08/2011 08:22:01,  2182.83, 2181.03, 1504.46, 318, 199,  53,      48,      70,      51,    382270.00,     30100.00,         0.00,
11/08/2011 08:32:01,  2182.83, 2181.03, 1479.04, 318, 199,  54,      48,      70,      51,    382400.00,     30100.00,         0.00,
11/08/2011 08:42:01,  2182.83, 2181.03, 1472.57, 318, 199,  55,      48,      70,      51,    382510.00,     30100.00,         0.00,
11/08/2011 08:52:01,  2182.83, 2181.03, 1482.43, 318, 199,  54,      48,      70,      51,    382630.00,     30100.00,         0.00,
11/08/2011 09:02:01,  2182.83, 2181.03, 1473.90, 318, 199,  55,      48,      70,      51,    382770.00,     30100.00,         0.00,
11/08/2011 09:12:01,  2182.83, 2181.03, 1488.97, 318, 199,  54,      48,      70,      51,    382900.00,     30100.00,         0.00,
11/08/2011 09:22:01,  2182.83, 2181.03, 1485.95, 318, 199,  54,      49,      70,      51,    383040.00,     30100.00,         0.00,
11/08/2011 09:32:01,  2182.83, 2181.03, 1470.27, 318, 199,  55,      48,      70,      51,    383170.00,     30100.00,         0.00,
11/08/2011 09:42:01,  2293.68, 2181.03, 1480.11, 312, 199,  54,      48,      70,      51,    383300.00,     30100.00,         0.00,
11/08/2011 09:52:01,  2244.20, 2181.03, 1485.04, 323, 199,  54,      48,      70,      51,    383440.00,     30100.00,         0.00,
11/08/2011 10:02:01,  2227.01, 2181.03, 1487.64, 323, 199,  54,      49,      70,      51,    383580.00,     30100.00,         0.00,
11/08/2011 10:12:01,  2224.63, 2181.03, 1488.63, 323, 199,  54,      48,      70,      51,    383710.00,     30100.00,         0.00,
11/08/2011 10:22:01,  2205.88, 2181.03, 1466.82, 326, 199,  55,      48,      70,      51,    383820.00,     30100.00,         0.00,
11/08/2011 10:32:01,  2199.83, 2181.03, 1463.96, 320, 199,  55,      48,      70,      51,    383930.00,     30100.00,         0.00,
11/08/2011 10:42:01,  2199.83, 2181.03, 1475.89, 320, 199,  54,      48,      70,      51,    384060.00,     30100.00,         0.00,
11/08/2011 10:52:01,  2199.83, 2181.03, 1477.62, 320, 199,  54,      48,      70,      51,    384190.00,     30200.00,         0.00,
11/08/2011 11:02:01,  2199.83, 2181.03, 1484.46, 320, 199,  54,      48,      70,      51,    384310.00,     30200.00,         0.00,
11/08/2011 11:12:01,  2199.83, 2181.03, 1507.96, 320, 199,  53,      49,      70,      51,    384430.00,     30200.00,         0.00,
11/08/2011 11:22:01,  2199.83, 2181.03, 1476.08, 320, 199,  54,      48,      70,      51,    384560.00,     30200.00,         0.00,
11/08/2011 11:32:01,  2199.83, 2181.03, 1471.68, 320, 199,  55,      49,      70,      51,    384680.00,     30200.00,         0.00,
11/08/2011 11:42:01,  2199.83, 2181.03, 1482.01, 320, 199,  54,      49,      70,      51,    384810.00,     30200.00,         0.00,
11/08/2011 11:52:01,  2199.83, 2181.03, 1472.87, 320, 199,  55,      48,      70,      51,    384940.00,     30200.00,         0.00,
11/08/2011 12:02:01,  2199.83, 2181.03, 1470.57, 320, 199,  55,      48,      70,      51,    385060.00,     30200.00,         0.00,
11/08/2011 12:12:01,  2199.83, 2181.03, 1476.70, 320, 199,  54,      48,      70,      51,    385190.00,     30200.00,         0.00,
11/08/2011 12:22:01,  2199.83, 2181.03, 1519.10, 320, 199,  52,      49,      70,      51,    385300.00,     30200.00,         0.00,
11/08/2011 12:32:01,  2278.12, 2181.03, 1546.02, 318, 199,  51,      48,      70,      51,    385450.00,     30200.00,         0.00,
11/08/2011 12:42:01,  2247.05, 2181.03, 1534.92, 318, 199,  52,      48,      70,      51,    385600.00,     30200.00,         0.00,
11/08/2011 12:52:01,  2235.77, 2181.03, 1476.68, 318, 199,  55,      49,      70,      51,    385750.00,     30200.00,         0.00,
