0910161570
Date,Sensor1 (S1),Sensor2 (S2),Sensor4 (S4),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Sensor Temperature4 (S4),Level (AI_1),Level (AI_2),Level (AI_3),FlowMeter Total (DI_1),FlowMeter Total (DI_2),FlowMeter Total (DI_3)
,Boiler 1 Cond.,Boiler 2 Cond.,Chill Conductiv,Boiler 1 Cond.,Boiler 2 Cond.,Chill Conductiv,WT-3462,PP-3060,WT-3516,Boiler Feedwate,Boiler Makeup,Chilled Makeup
,µS,µS,µS,F,F,F,Gallons,Gallons,Gallons,Gallons,Gallons,Gallons
11/01/2011 00:02:01,  2181.59, 2182.28, 1501.51, 265, 286,  53,      51,      71,      52,    304880.00,     25100.00,       100.00,
11/01/2011 00:12:01,  2181.59, 2182.28, 1502.57, 265, 286,  53,      51,      71,      52,    304930.00,     25100.00,       100.00,
11/01/2011 00:22:01,  2181.59, 2182.28, 1501.26, 265, 286,  53,      51,      71,      52,    304970.00,     25100.00,       100.00,
11/01/2011 00:32:01,  2181.59, 2182.28, 1500.92, 265, 286,  53,      51,      71,      52,    305010.00,     25100.00,       100.00,
11/01/2011 00:42:01,  2181.59, 2182.28, 1503.78, 265, 286,  53,      51,      71,      52,    305050.00,     25100.00,       100.00,
11/01/2011 00:52:01,  2181.59, 2182.28, 1502.63, 265, 286,  53,      51,      71,      52,    305090.00,     25100.00,       100.00,
11/01/2011 01:02:01,  2181.59, 2182.28, 1505.27, 265, 286,  53,      51,      71,      52,    305150.00,     25100.00,       100.00,
11/01/2011 01:12:01,  2181.59, 2182.28, 1506.80, 265, 286,  53,      51,      71,      52,    305190.00,     25100.00,       100.00,
11/01/2011 01:22:01,  2181.59, 2182.28, 1505.80, 265, 286,  53,      51,      71,      52,    305250.00,     25100.00,       100.00,
11/01/2011 01:32:01,  2181.59, 2182.28, 1502.40, 265, 286,  53,      51,      71,      52,    305290.00,     25100.00,       100.00,
11/01/2011 01:42:01,  2181.59, 2182.28, 1499.72, 265, 286,  53,      51,      71,      52,    305340.00,     25100.00,       100.00,
11/01/2011 01:52:01,  2181.59, 2182.28, 1503.23, 265, 286,  53,      51,      71,      52,    305390.00,     25200.00,       100.00,
11/01/2011 02:02:01,  2181.59, 2182.28, 1506.98, 265, 286,  53,      51,      71,      52,    305440.00,     25200.00,       100.00,
11/01/2011 02:12:01,  2181.59, 1122.04, 1503.01, 265, 294,  53,      51,      72,      52,    305480.00,     25200.00,       100.00,
11/01/2011 02:22:01,  2181.59, 2188.09, 1505.30, 265, 290,  53,      51,      72,      52,    305550.00,     25200.00,       100.00,
11/01/2011 02:32:01,  2181.59, 2188.09, 1511.56, 265, 290,  53,      51,      71,      52,    305600.00,     25200.00,       100.00,
11/01/2011 02:42:01,  2125.30, 2188.09, 1518.25, 214, 290,  53,      51,      71,      52,    305650.00,     25200.00,       100.00,
11/01/2011 02:52:01,  2125.30, 2188.09, 1523.22, 214, 290,  52,      51,      71,      52,    305700.00,     25200.00,       100.00,
11/01/2011 03:02:01,  2125.30, 2188.09, 1521.76, 214, 290,  52,      51,      71,      52,    305750.00,     25200.00,       100.00,
11/01/2011 03:12:01,  2125.30, 2188.09, 1519.70, 214, 290,  52,      51,      71,      52,    305790.00,     25200.00,       100.00,
11/01/2011 03:22:01,  2125.30, 2188.09, 1518.04, 214, 290,  53,      51,      71,      52,    305850.00,     25200.00,       100.00,
11/01/2011 03:32:01,  2125.30, 2188.09, 1502.23, 214, 290,  53,      51,      71,      52,    305900.00,     25200.00,       100.00,
11/01/2011 03:42:01,  2125.30, 2188.09, 1512.52, 214, 290,  53,      51,      71,      52,    306000.00,     25200.00,       100.00,
11/01/2011 03:52:01,  2125.30, 2188.09, 1498.51, 214, 290,  53,      51,      71,      52,    306100.00,     25200.00,       100.00,
11/01/2011 04:02:01,  2125.30, 2188.09, 1498.38, 214, 290,  53,      51,      71,      52,    306220.00,     25200.00,       100.00,
11/01/2011 04:12:01,  2125.30, 2188.09, 1502.05, 214, 290,  53,      51,      71,      52,    306340.00,     25200.00,       100.00,
11/01/2011 04:22:01,  2125.30, 2373.00, 1502.00, 214, 302,  53,      51,      72,      52,    306460.00,     25200.00,       100.00,
11/01/2011 04:32:01,  2125.30, 2218.23, 1503.47, 214, 324,  53,      51,      71,      52,    306590.00,     25200.00,       100.00,
11/01/2011 04:42:01,  2125.30, 2214.85, 1503.45, 214, 324,  53,      51,      71,      52,    306720.00,     25200.00,       100.00,
11/01/2011 04:52:02,  2125.30, 2214.19, 1504.39, 214, 325,  53,      51,      71,      52,    306850.00,     25200.00,       100.00,
11/01/2011 05:02:01,  2125.30, 2197.85, 1496.63, 214, 315,  53,      51,      71,      52,    306980.00,     25200.00,       100.00,
11/01/2011 05:12:01,  2125.30, 2197.85, 1497.32, 214, 315,  53,      51,      71,      52,    307110.00,     25200.00,       100.00,
11/01/2011 05:22:01,  2125.30, 2197.85, 1495.25, 214, 315,  53,      51,      71,      52,    307230.00,     25200.00,       100.00,
11/01/2011 05:32:01,  2125.30, 2197.85, 1495.29, 214, 315,  53,      51,      71,      52,    307370.00,     25200.00,       100.00,
11/01/2011 05:42:01,  2125.30, 2197.85, 1494.31, 214, 315,  54,      51,      71,      52,    307500.00,     25200.00,       100.00,
11/01/2011 05:52:01,  2125.30, 2197.85, 1497.82, 214, 315,  53,      51,      71,      52,    307650.00,     25200.00,       100.00,
11/01/2011 06:02:01,  2125.30, 2197.85, 1497.71, 214, 315,  53,      51,      71,      52,    307790.00,     25200.00,       100.00,
11/01/2011 06:12:01,  2125.30, 2197.85, 1499.19, 214, 315,  53,      51,      71,      52,    307930.00,     25200.00,       100.00,
11/01/2011 06:22:01,  2125.30, 2197.85, 1495.67, 214, 315,  53,      51,      71,      52,    308070.00,     25200.00,       100.00,
11/01/2011 06:32:01,  2125.30, 2197.85, 1506.91, 214, 315,  53,      51,      71,      52,    308210.00,     25200.00,       100.00,
11/01/2011 06:42:01,  2125.30, 2197.85, 1503.59, 214, 315,  53,      51,      71,      52,    308320.00,     25200.00,       100.00,
11/01/2011 06:52:01,  2142.75, 2197.85, 1501.94, 294, 315,  53,      51,      71,      52,    308480.00,     25200.00,       100.00,
11/01/2011 07:02:01,  2142.75, 2243.25, 1496.86, 294, 319,  53,      51,      71,      52,    308610.00,     25200.00,       100.00,
11/01/2011 07:12:01,  2142.75, 2234.52, 1490.32, 294, 320,  54,      51,      71,      52,    308770.00,     25200.00,       100.00,
11/01/2011 07:22:01,  2142.75, 2232.22, 1471.67, 294, 321,  55,      51,      71,      52,    308910.00,     25200.00,       100.00,
11/01/2011 07:32:01,  2142.75, 2213.81, 1461.71, 294, 321,  55,      51,      71,      52,    309060.00,     25300.00,       100.00,
11/01/2011 07:42:01,  2142.75, 2200.13, 1457.20, 294, 322,  55,      51,      71,      52,    309190.00,     25300.00,       100.00,
11/01/2011 07:52:01,  2142.75, 2198.54, 1434.41, 294, 314,  56,      51,      71,      52,    309300.00,     25300.00,       100.00,
11/01/2011 08:02:01,  2142.75, 2198.54, 1433.52, 294, 314,  56,      51,      71,      52,    309390.00,     25300.00,       100.00,
11/01/2011 08:12:01,  2142.75, 2198.54, 1430.37, 294, 314,  56,      51,      71,      52,    309480.00,     25300.00,       100.00,
11/01/2011 08:22:01,  2142.75, 2198.54, 1440.93, 294, 314,  56,      51,      71,      52,    309580.00,     25300.00,       100.00,
11/01/2011 08:32:01,  2142.75, 2198.54, 1448.44, 294, 314,  55,      51,      71,      52,    309670.00,     25300.00,       100.00,
11/01/2011 08:42:01,  2142.75, 2198.54, 1451.59, 294, 314,  55,      51,      71,      52,    309750.00,     25300.00,       100.00,
11/01/2011 08:52:01,  2142.75, 2198.54, 1450.10, 294, 314,  55,      51,      71,      52,    309830.00,     25300.00,       100.00,
11/01/2011 09:02:01,  2142.75, 2198.54, 1445.88, 294, 314,  56,      51,      71,      52,    309900.00,     25300.00,       100.00,
11/01/2011 09:12:01,  2142.75, 2198.54, 1441.49, 294, 314,  55,      51,      71,      52,    309960.00,     25300.00,       100.00,
11/01/2011 09:22:01,  2142.75, 2198.54, 1441.88, 294, 314,  55,      51,      71,      52,    310030.00,     25300.00,       100.00,
11/01/2011 09:32:01,  2142.75, 2198.54, 1405.15, 294, 314,  58,      51,      71,      52,    310080.00,     25300.00,       100.00,
11/01/2011 09:42:01,  2142.75, 2198.54, 1383.11, 294, 314,  59,      51,      71,      52,    310160.00,     25300.00,       100.00,
11/01/2011 09:52:01,  2142.75, 2238.20, 1452.77, 294, 313,  55,      51,      71,      52,    310260.00,     25300.00,       100.00,
11/01/2011 10:02:01,  2142.75, 2221.86, 1445.82, 294, 313,  56,      51,      71,      52,    310350.00,     25300.00,       100.00,
11/01/2011 10:12:01,  2142.75, 2209.88, 1430.75, 294, 314,  56,      51,      71,      52,    310450.00,     25400.00,       740.00,
11/01/2011 10:22:01,  2142.75, 2199.54, 1439.05, 294, 315,  56,      51,      71,      52,    310560.00,     25400.00,       740.00,
11/01/2011 10:32:01,  2142.75, 2199.54, 1435.78, 294, 314,  56,      51,      71,      52,    310640.00,     25400.00,       740.00,
11/01/2011 10:42:01,  2142.75, 2199.54, 1421.12, 294, 314,  57,      51,      71,      52,    310720.00,     25400.00,       740.00,
11/01/2011 10:52:01,  2142.75, 2199.54, 1413.95, 294, 314,  57,      51,      71,      52,    310810.00,     25400.00,       740.00,
11/01/2011 11:02:01,  2142.75, 2199.54, 1401.75, 294, 314,  58,      51,      71,      52,    310880.00,     25400.00,       740.00,
11/01/2011 11:12:01,  2142.75, 2199.54, 1411.90, 294, 314,  57,      51,      71,      52,    310960.00,     25400.00,       740.00,
11/01/2011 11:22:01,  2142.75, 2199.54, 1400.73, 294, 314,  58,      51,      71,      52,    311020.00,     25400.00,       740.00,
11/01/2011 11:32:01,  2142.75, 2199.54, 1400.14, 294, 314,  58,      51,      71,      52,    311070.00,     25400.00,         0.00,
11/01/2011 11:42:01,  2142.75, 2199.54, 1400.39, 294, 314,  58,      51,      71,      52,    311150.00,     25400.00,         0.00,
11/01/2011 11:52:01,  2142.75, 2199.54, 1408.92, 294, 314,  57,      51,      71,      52,    311220.00,     25400.00,         0.00,
11/01/2011 12:02:01,  2142.75, 2199.54, 1407.99, 294, 314,  57,      51,      71,      52,    311290.00,     25400.00,         0.00,
11/01/2011 12:12:01,  2142.75, 2199.54, 1411.17, 294, 314,  57,      51,      71,      52,    311360.00,     25400.00,         0.00,
11/01/2011 12:22:01,  2142.75, 2199.54, 1409.03, 294, 314,  57,      51,      71,      52,    311440.00,     25400.00,         0.00,
11/01/2011 12:32:01,  2142.75, 2253.76, 1397.10, 294, 324,  58,      51,      71,      52,    311520.00,     25400.00,         0.00,
11/01/2011 12:42:01,  2142.75, 2245.77, 1391.74, 294, 325,  58,      51,      71,      52,    311600.00,     25400.00,         0.00,
11/01/2011 12:52:01,  2142.75, 2234.21, 1406.06, 294, 328,  57,      51,      71,      52,    311680.00,     25500.00,         0.00,
11/01/2011 13:02:01,  2142.75, 2295.61, 1404.47, 294, 308,  57,      51,      71,      52,    311730.00,     25500.00,         0.00,
11/01/2011 13:12:01,  2142.75, 2237.86, 1394.47, 294, 321,  58,      51,      71,      52,    311800.00,     25500.00,         0.00,
11/01/2011 13:22:01,  2142.75, 2193.78, 1396.42, 294, 318,  58,      51,      71,      52,    311860.00,     25500.00,         0.00,
11/01/2011 13:32:01,  2142.75, 2193.78, 1408.78, 294, 318,  57,      51,      71,      52,    311890.00,     25500.00,         0.00,
11/01/2011 13:42:01,  2142.75, 2193.78, 1413.62, 294, 318,  57,      51,      71,      52,    311940.00,     25500.00,         0.00,
11/01/2011 13:52:01,  2142.75, 2193.78, 1416.32, 294, 318,  57,      51,      71,      52,    311980.00,     25500.00,         0.00,
11/01/2011 14:02:01,  2142.75, 2193.78, 1414.30, 294, 318,  57,      51,      71,      52,    312020.00,     25500.00,         0.00,
11/01/2011 14:12:01,  2142.75, 2193.78, 1401.69, 294, 318,  58,      51,      71,      52,    312060.00,     25500.00,         0.00,
11/01/2011 14:22:01,  2142.75, 2193.78, 1398.44, 294, 318,  58,      51,      71,      51,    312100.00,     25500.00,         0.00,
11/01/2011 14:32:01,  2142.75, 2193.78, 1397.94, 294, 318,  58,      51,      71,      52,    312140.00,     25500.00,         0.00,
11/01/2011 14:42:01,  2142.75, 2193.78, 1401.83, 294, 318,  58,      51,      71,      52,    312180.00,     25500.00,         0.00,
11/01/2011 14:52:01,  2142.75, 2193.78, 1397.02, 294, 318,  58,      51,      71,      52,    312220.00,     25500.00,         0.00,
11/01/2011 15:02:01,  2142.75, 2193.78, 1403.11, 294, 318,  57,      51,      71,      52,    312280.00,     25500.00,         0.00,
11/01/2011 15:12:01,  2142.75, 2193.78, 1394.41, 294, 318,  58,      51,      71,      52,    312340.00,     25500.00,         0.00,
11/01/2011 15:22:01,  2142.75, 2193.78, 1402.27, 294, 318,  58,      51,      71,      52,    312380.00,     25500.00,         0.00,
11/01/2011 15:32:01,  2142.75, 2228.99, 1432.59, 294, 324,  56,      51,      71,      52,    312440.00,     25500.00,         0.00,
11/01/2011 15:42:01,  2142.75, 2197.97, 1440.72, 294, 320,  56,      51,      71,      52,    312490.00,     25600.00,         0.00,
11/01/2011 15:52:02,  2142.75, 2197.97, 1454.04, 294, 320,  55,      51,      71,      52,    312520.00,     25600.00,         0.00,
11/01/2011 16:02:01,  2142.75, 2197.97, 1471.70, 294, 320,  54,      51,      71,      52,    312560.00,     25600.00,         0.00,
11/01/2011 16:12:01,  2142.75, 2197.97, 1474.71, 294, 320,  54,      51,      71,      52,    312590.00,     25600.00,         0.00,
11/01/2011 16:22:01,  2142.75, 2197.97, 1463.57, 294, 320,  55,      51,      71,      52,    312630.00,     25600.00,         0.00,
11/01/2011 16:32:01,  2142.75, 2197.97, 1481.23, 294, 320,  54,      51,      71,      52,    312680.00,     25600.00,         0.00,
11/01/2011 16:42:01,  2142.75, 2197.97, 1483.93, 294, 320,  54,      51,      71,      52,    312710.00,     25600.00,         0.00,
11/01/2011 16:52:01,  2142.75, 2197.97, 1485.37, 294, 320,  54,      51,      71,      52,    312750.00,     25600.00,         0.00,
11/01/2011 17:02:01,  2142.75, 2197.97, 1491.14, 294, 320,  54,      51,      71,      52,    312780.00,     25600.00,         0.00,
11/01/2011 17:12:01,  2142.75, 2197.97, 1482.14, 294, 320,  54,      51,      71,      52,    312820.00,     25600.00,         0.00,
11/01/2011 17:22:01,  2142.75, 2197.97, 1490.14, 294, 320,  54,      51,      71,      52,    312870.00,     25600.00,         0.00,
11/01/2011 17:32:01,  2142.75, 2197.97, 1494.70, 294, 320,  53,      51,      71,      52,    312880.00,     25600.00,         0.00,
11/01/2011 17:42:01,  2142.75, 2271.39, 1503.78, 294, 281,  53,      51,      71,      52,    312950.00,     25600.00,         0.00,
11/01/2011 17:52:01,  2142.75, 2194.33, 1496.99, 294, 287,  53,      51,      71,      52,    313020.00,     25600.00,         0.00,
11/01/2011 18:02:01,  2142.75, 2194.33, 1494.38, 294, 287,  54,      51,      71,      52,    313080.00,     25600.00,         0.00,
11/01/2011 18:12:01,  2142.75, 2194.33, 1498.64, 294, 287,  53,      51,      71,      52,    313150.00,     25600.00,         0.00,
11/01/2011 18:22:01,  2142.75, 2194.33, 1486.72, 294, 287,  54,      51,      71,      52,    313220.00,     25600.00,         0.00,
11/01/2011 18:32:01,  2142.75, 2194.33, 1487.54, 294, 287,  54,      51,      71,      52,    313270.00,     25600.00,         0.00,
11/01/2011 18:42:01,  2142.75, 2194.33, 1488.26, 294, 287,  54,      51,      71,      52,    313330.00,     25600.00,         0.00,
11/01/2011 18:52:01,  2142.75, 2194.33, 1481.07, 294, 287,  54,      51,      71,      52,    313390.00,     25600.00,         0.00,
11/01/2011 19:02:02,  2142.75, 2194.33, 1478.88, 294, 287,  54,      51,      71,      52,    313430.00,     25600.00,         0.00,
11/01/2011 19:12:01,  2142.75, 2194.33, 1478.32, 294, 287,  54,      51,      71,      52,    313460.00,     25600.00,         0.00,
11/01/2011 19:22:01,  2142.75, 2194.33, 1476.27, 294, 287,  54,      51,      71,      52,    313490.00,     25600.00,         0.00,
11/01/2011 19:32:01,  2142.75, 2194.33, 1495.74, 294, 287,  54,      51,      71,      52,    313510.00,     25600.00,         0.00,
11/01/2011 19:42:01,  2142.75, 2194.33, 1492.97, 294, 287,  54,      51,      71,      52,    313530.00,     25600.00,         0.00,
11/01/2011 19:52:01,  2142.75, 2302.10, 1494.88, 294, 151,  54,      51,      71,      52,    313560.00,     25600.00,         0.00,
11/01/2011 20:02:01,  2142.75, 2212.71, 1491.91, 294, 261,  54,      51,      71,      52,    313590.00,     25700.00,         0.00,
11/01/2011 20:12:01,  2142.75, 2244.06, 1497.71, 294, 287,  53,      51,      71,      52,    313630.00,     25700.00,         0.00,
11/01/2011 20:22:01,  2142.75, 2198.15, 1500.07, 294, 290,  53,      51,      71,      52,    313650.00,     25700.00,         0.00,
11/01/2011 20:32:01,  2142.75, 2198.15, 1497.61, 294, 290,  53,      51,      71,      52,    313660.00,     25700.00,         0.00,
11/01/2011 20:42:01,  2142.75, 2198.15, 1497.99, 294, 290,  53,      51,      71,      52,    313700.00,     25700.00,         0.00,
11/01/2011 20:52:01,  2142.75, 2198.15, 1494.02, 294, 290,  54,      51,      71,      52,    313720.00,     25700.00,         0.00,
11/01/2011 21:02:01,  2142.75, 2198.15, 1496.34, 294, 290,  54,      51,      71,      52,    313750.00,     25700.00,         0.00,
11/01/2011 21:12:01,  2142.75, 2198.15, 1496.39, 294, 290,  53,      51,      71,      52,    313770.00,     25700.00,         0.00,
11/01/2011 21:22:01,  2142.75, 2198.15, 1493.18, 294, 290,  54,      51,      71,      52,    313790.00,     25700.00,         0.00,
11/01/2011 21:32:01,  2142.75, 2198.15, 1500.19, 294, 290,  53,      51,      71,      52,    313810.00,     25700.00,         0.00,
11/01/2011 21:42:01,  2142.75, 2198.15, 1496.80, 294, 290,  53,      51,      71,      52,    313830.00,     25700.00,         0.00,
11/01/2011 21:52:01,  2142.75, 2198.15, 1498.85, 294, 290,  53,      51,      71,      52,    313860.00,     25700.00,         0.00,
11/01/2011 22:02:01,  2142.75, 2198.15, 1511.00, 294, 290,  53,      51,      71,      52,    313880.00,     25700.00,         0.00,
11/01/2011 22:12:02,  2142.75, 2198.15, 1512.20, 294, 290,  53,      51,      71,      52,    313900.00,     25700.00,         0.00,
11/01/2011 22:22:01,  2142.75, 2198.15, 1518.45, 294, 290,  53,      51,      71,      52,    313920.00,     25700.00,         0.00,
11/01/2011 22:32:01,  2142.75, 2236.69, 1518.56, 294, 140,  53,      51,      71,      52,    313940.00,     25700.00,         0.00,
11/01/2011 22:42:01,  2142.75, 2231.78, 1519.65, 294, 296,  53,      51,      71,      52,    313980.00,     25700.00,         0.00,
11/01/2011 22:52:01,  2142.75, 2198.10, 1517.34, 294, 295,  53,      51,      71,      52,    314000.00,     25700.00,         0.00,
11/01/2011 23:02:01,  2142.75, 2198.10, 1515.51, 294, 295,  53,      51,      71,      52,    314030.00,     25700.00,         0.00,
11/01/2011 23:12:01,  2142.75, 2198.10, 1513.59, 294, 295,  53,      51,      71,      52,    314050.00,     25700.00,         0.00,
11/01/2011 23:22:01,  2142.75, 2198.10, 1512.18, 294, 295,  53,      51,      71,      52,    314060.00,     25700.00,         0.00,
11/01/2011 23:32:01,  2142.75, 2198.10, 1504.45, 294, 295,  53,      51,      71,      52,    314080.00,     25700.00,         0.00,
11/01/2011 23:42:01,  2142.75, 2198.10, 1506.93, 294, 295,  53,      51,      71,      52,    314120.00,     25700.00,         0.00,
11/01/2011 23:52:01,  2142.75, 2198.10, 1505.97, 294, 295,  53,      51,      71,      52,    314180.00,     25700.00,         0.00,
11/02/2011 00:02:01,  2142.75, 2198.10, 1501.26, 294, 295,  53,      51,      71,      52,    314200.00,     25800.00,         0.00,
11/02/2011 00:12:01,  2142.75, 2198.10, 1502.74, 294, 295,  53,      51,      71,      52,    314240.00,     25800.00,         0.00,
11/02/2011 00:22:01,  2142.75, 2198.10, 1503.68, 294, 295,  53,      51,      71,      52,    314260.00,     25800.00,         0.00,
11/02/2011 00:32:01,  2142.75, 2198.10, 1496.70, 294, 295,  54,      51,      71,      52,    314280.00,     25800.00,         0.00,
11/02/2011 00:42:01,  2142.75, 2198.10, 1496.36, 294, 295,  53,      51,      71,      52,    314310.00,     25800.00,         0.00,
11/02/2011 00:52:01,  2142.75, 2205.30, 1498.42, 294, 272,  53,      51,      71,      52,    314340.00,     25800.00,         0.00,
11/02/2011 01:02:01,  2142.75, 2227.34, 1500.35, 294, 257,  53,      51,      71,      52,    314360.00,     25800.00,         0.00,
11/02/2011 01:12:01,  2142.75, 2198.98, 1502.33, 294, 287,  53,      51,      71,      52,    314410.00,     25800.00,         0.00,
11/02/2011 01:22:01,  2142.75, 2198.98, 1507.81, 294, 287,  53,      51,      71,      52,    314420.00,     25800.00,         0.00,
11/02/2011 01:32:01,  2142.75, 2198.98, 1508.21, 294, 287,  53,      51,      71,      52,    314430.00,     25800.00,         0.00,
11/02/2011 01:42:01,  2142.75, 2198.98, 1518.27, 294, 287,  53,      51,      71,      52,    314470.00,     25800.00,         0.00,
11/02/2011 01:52:01,  2142.75, 2198.98, 1519.41, 294, 287,  53,      51,      71,      52,    314480.00,     25800.00,         0.00,
11/02/2011 02:02:01,  2142.75, 2198.98, 1521.15, 294, 287,  53,      51,      71,      52,    314510.00,     25800.00,         0.00,
11/02/2011 02:12:01,  2142.75, 2198.98, 1522.32, 294, 287,  52,      51,      71,      52,    314530.00,     25800.00,         0.00,
11/02/2011 02:22:01,  2142.75, 2198.98, 1527.35, 294, 287,  52,      51,      71,      52,    314540.00,     25800.00,         0.00,
11/02/2011 02:32:01,  2142.75, 2198.98, 1526.89, 294, 287,  52,      51,      71,      52,    314570.00,     25800.00,         0.00,
11/02/2011 02:42:01,  2142.75, 2198.98, 1517.16, 294, 287,  53,      51,      71,      52,    314590.00,     25800.00,         0.00,
11/02/2011 02:52:01,  2142.75, 2198.98, 1514.31, 294, 287,  53,      51,      71,      52,    314610.00,     25800.00,         0.00,
11/02/2011 03:02:01,  2142.75, 2198.98, 1523.44, 294, 287,  52,      51,      71,      52,    314620.00,     25800.00,         0.00,
11/02/2011 03:12:01,  2142.75, 2259.64, 1508.10, 294, 320,  53,      51,      71,      52,    314660.00,     25800.00,         0.00,
11/02/2011 03:22:01,  2142.75, 2267.67, 1497.21, 294, 280,  54,      51,      71,      52,    314680.00,     25800.00,         0.00,
11/02/2011 03:32:01,  2142.75, 2221.53, 1499.36, 294, 325,  53,      51,      71,      52,    314720.00,     25800.00,         0.00,
11/02/2011 03:42:01,  2142.75, 2191.20, 1485.92, 294, 324,  54,      51,      71,      52,    314750.00,     25800.00,         0.00,
11/02/2011 03:52:01,  2142.75, 2191.20, 1478.43, 294, 324,  54,      51,      71,      52,    314790.00,     25800.00,         0.00,
11/02/2011 04:02:01,  2142.75, 2191.20, 1466.02, 294, 324,  55,      51,      71,      52,    314830.00,     25800.00,         0.00,
11/02/2011 04:12:01,  2142.75, 2191.20, 1469.39, 294, 324,  55,      51,      71,      52,    314870.00,     25800.00,         0.00,
11/02/2011 04:22:01,  2142.75, 2191.20, 1468.30, 294, 324,  55,      51,      71,      52,    314920.00,     25800.00,         0.00,
11/02/2011 04:32:01,  2142.75, 2191.20, 1465.18, 294, 324,  55,      51,      71,      52,    314970.00,     25800.00,         0.00,
11/02/2011 04:42:01,  2142.75, 2191.20, 1458.66, 294, 324,  55,      51,      71,      52,    315030.00,     25800.00,         0.00,
11/02/2011 04:52:01,  2142.75, 2191.20, 1461.97, 294, 324,  55,      51,      71,      52,    315090.00,     25800.00,         0.00,
11/02/2011 05:02:01,  2142.75, 2191.20, 1464.11, 294, 324,  55,      51,      71,      52,    315160.00,     25800.00,         0.00,
11/02/2011 05:12:01,  2142.75, 2191.20, 1478.91, 294, 324,  54,      51,      71,      52,    315240.00,     25800.00,         0.00,
11/02/2011 05:22:01,  2142.75, 2191.20, 1472.81, 294, 324,  54,      51,      71,      52,    315340.00,     25800.00,         0.00,
11/02/2011 05:32:01,  2142.75, 2191.20, 1476.69, 294, 324,  54,      51,      71,      52,    315450.00,     25800.00,         0.00,
11/02/2011 05:42:01,  2142.75, 1245.24, 1474.62, 294, 322,  54,      51,      71,      52,    315570.00,     25800.00,         0.00,
11/02/2011 05:52:01,  2142.75, 1152.00, 1471.91, 294, 324,  54,      51,      71,      52,    315720.00,     25800.00,         0.00,
11/02/2011 06:02:01,  2142.75, 1130.96, 1436.80, 294, 324,  56,      51,      71,      52,    315870.00,     25800.00,         0.00,
11/02/2011 06:12:02,  2142.75, 2199.77, 1447.76, 294, 315,  56,      51,      71,      52,    316010.00,     25900.00,         0.00,
11/02/2011 06:22:01,  2142.75, 2199.77, 1445.99, 294, 315,  56,      51,      71,      52,    316120.00,     25900.00,         0.00,
11/02/2011 06:32:01,  2142.75, 2199.77, 1457.67, 294, 315,  55,      51,      71,      52,    316230.00,     25900.00,         0.00,
11/02/2011 06:42:01,  2142.75, 2199.77, 1455.43, 294, 315,  55,      51,      71,      52,    316360.00,     25900.00,         0.00,
11/02/2011 06:52:01,  2142.75, 2199.77, 1456.15, 294, 315,  55,      51,      71,      52,    316470.00,     25900.00,         0.00,
11/02/2011 07:02:01,  2142.75, 2199.77, 1464.97, 294, 315,  55,      51,      71,      52,    316570.00,     25900.00,         0.00,
11/02/2011 07:12:01,  2142.75, 2199.77, 1463.68, 294, 315,  55,      50,      71,      52,    316660.00,     25900.00,         0.00,
11/02/2011 07:22:01,  2142.75, 2199.77, 1469.44, 294, 315,  55,      51,      71,      52,    316790.00,     25900.00,         0.00,
11/02/2011 07:32:01,  2142.75, 2199.77, 1437.95, 294, 315,  56,      51,      71,      52,    316880.00,     25900.00,         0.00,
11/02/2011 07:42:01,  2142.75, 2199.77, 1451.53, 294, 315,  55,      51,      71,      52,    316980.00,     25900.00,         0.00,
11/02/2011 07:52:01,  2142.75, 2199.77, 1428.05, 294, 315,  57,      51,      71,      52,    317060.00,     25900.00,         0.00,
11/02/2011 08:02:01,  2142.75, 2199.77, 1445.62, 294, 315,  56,      51,      71,      52,    317170.00,     25900.00,         0.00,
11/02/2011 08:12:01,  2142.75, 1196.04, 1451.02, 294, 322,  55,      51,      71,      52,    317350.00,     25900.00,         0.00,
11/02/2011 08:22:01,  2142.75, 1162.57, 1457.52, 294, 324,  55,      51,      71,      52,    317550.00,     25900.00,         0.00,
11/02/2011 08:32:01,  2142.75, 1220.23, 1467.22, 294, 325,  55,      51,      71,      52,    317710.00,     25900.00,         0.00,
11/02/2011 08:42:01,  2142.75, 1198.17, 1476.46, 294, 326,  54,      51,      71,      52,    317810.00,     25900.00,         0.00,
11/02/2011 08:52:01,  2142.75, 1155.82, 1450.53, 294, 329,  55,      51,      71,      52,    317890.00,     26000.00,         0.00,
11/02/2011 09:02:01,  2142.75, 2196.94, 1441.24, 294, 319,  56,      51,      71,      52,    317930.00,     26000.00,         0.00,
11/02/2011 09:12:01,  2142.75, 2196.94, 1443.15, 294, 319,  56,      51,      71,      52,    317950.00,     26000.00,         0.00,
11/02/2011 09:22:01,  2142.75, 2196.94, 1410.35, 294, 319,  57,      50,      71,      52,    318000.00,     26000.00,         0.00,
11/02/2011 09:32:01,  2142.75, 2196.94, 1419.51, 294, 319,  57,      51,      71,      52,    318030.00,     26000.00,         0.00,
11/02/2011 09:42:01,  2142.75, 2196.94, 1440.50, 294, 319,  56,      51,      71,      52,    318090.00,     26000.00,         0.00,
11/02/2011 09:52:01,  2142.75, 2196.94, 1419.26, 294, 319,  57,      51,      71,      52,    318160.00,     26000.00,         0.00,
