1006010059,,,,,,,,,,,,,,,,
Date,Sensor1 (S1),Sensor2 (S2),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Level (AI_1),Level (AI_2),Level (AI_3),Level (AI_4),Level (AI_6),FlowMeter Rate (AI_5),FlowMeter Rate (AI_8),FlowMeter Total (AI_5),FlowMeter Total (AI_8),FlowMeter Rate (DI_B),FlowMeter Total (DI_A),FlowMeter Total (DI_B)
,Boiler 1 Cond.,Boiler 2 Cond.,Boiler 1 Cond.,Boiler 2 Cond.,PP3060M,WT3462,WT3516,WT3730,AF1025,Blr 1 FW,Blr 2 FW,Blr 1 FW,Blr 2 FW,Combined Boiler,Boiler Make Up,Combined Boiler
,µS,µS,F,F,Gallons,Gallons,Gallons,Gallons,Gallons,gal/min.,gal/min.,gal,gal,GPM,Gallons,Gallons
11/26/2011 17:28,2655.43,2682.23,315,287,63,8,26,100,96,139.84,181.37,153513.88,191450.28,304.92,132200,346598.5
11/26/2011 17:38,2655.43,2206.42,315,283,63,8,26,100,96,153.71,181.37,154954.48,193293.45,360.08,133400,349885.59
11/26/2011 17:48,2655.43,2082.05,315,288,63,8,26,100,96,162.87,172.48,156466.48,195080.66,339.9,134600,353189.09
11/26/2011 17:58,2664.54,2688.13,316,288,63,8,26,100,96,154.78,186.79,157916.13,196881.56,305.9,135700,356443.47
11/26/2011 18:08,2586.69,2688.13,318,288,63,8,25,100,96,149.44,181.64,159360.3,198718.72,356.65,137000,359719.97
11/26/2011 18:18,2671.54,2688.13,315,288,63,8,26,99,96,145.53,174.52,160800.81,200504.09,321.67,138200,362928.88
11/26/2011 18:28,2671.54,1944.25,315,287,63,8,25,100,96,144.11,182.79,162313.61,202270.88,302.72,139500,366226.56
11/26/2011 18:38,2671.54,2698.11,315,288,63,8,25,99,96,144.37,182.52,163761.42,204038.61,356.41,140700,369433.41
11/26/2011 18:48,2684.85,2698.11,316,288,63,8,25,99,96,144.2,222.54,165211.63,205846.72,417.2,141800,372695.5
11/26/2011 18:58,2690.3,2698.11,314,288,63,8,25,100,96,144.82,185.64,166660.5,207622.77,339.9,143000,375920.91
11/26/2011 19:08,2690.3,1906.26,314,286,63,8,25,99,96,165.27,175.86,168153.03,209375.41,347.6,144200,379191.13
11/26/2011 19:18,2690.3,1675.38,314,286,63,8,25,100,96,149.71,164.38,169673.16,211143.34,318.25,145500,382490.44
11/26/2011 19:28,2770.6,2687.15,315,287,63,7,25,99,96,133.7,166.78,171123.92,212956.08,267.25,146700,385760.47
11/26/2011 19:38,2590.75,2687.15,318,287,63,7,25,99,96,139.48,185.46,172574.39,214743.95,310.79,148000,389002.97
11/26/2011 19:48,2606.19,2687.15,317,287,63,8,25,100,96,136.82,207.16,174020.98,216612.88,358.49,149200,392311.69
11/26/2011 19:58,2679.7,1814.82,315,286,63,8,25,99,96,160.38,187.15,175497.83,218414.39,356.29,150400,395611.81
11/26/2011 20:08,2679.7,1701.31,315,287,62,8,24,99,96,145.35,184.93,176994.77,220197.41,310.42,151600,398897.03
11/26/2011 20:18,2679.7,2669.63,315,287,62,8,25,100,96,133.53,178.08,178431.52,221982.8,353.47,152800,402123.22
11/26/2011 20:28,2665.71,2669.63,317,287,63,8,25,100,96,140.46,196.93,179884.63,223805.64,312.01,154000,405390.09
11/26/2011 20:38,2634.51,2669.63,319,287,63,8,25,99,96,138.24,197.64,181323,225655.91,296.36,155200,408705.25
11/26/2011 20:48,2715.62,2071.63,316,286,63,8,24,99,96,149.35,191.68,182806.41,227518.05,357.39,156500,412068.13
11/26/2011 20:58,2672.31,2692.78,315,287,62,8,24,99,96,137.44,183.33,184298.22,229359.67,306.51,157700,415392.34
11/26/2011 21:08,2672.31,2692.78,315,287,62,8,24,100,96,125.79,177.72,185717.11,231153.34,274.58,158900,418612.28
11/26/2011 21:18,2672.31,2692.78,315,287,63,8,24,99,96,135.39,186.88,187149.84,232947.91,287.79,160100,421842.22
11/26/2011 21:28,2641.06,1991.94,316,283,62,8,24,99,96,143.66,204.58,188598.03,234762.47,341.98,161300,425121.94
11/26/2011 21:38,2647.68,1720.83,317,287,62,8,24,99,96,150.16,209.2,190100.33,236662.05,391.51,162600,428549.41
11/26/2011 21:48,2661.21,2657.19,315,288,62,8,24,99,96,144.37,188.22,191595.89,238519.36,343.93,163900,431906.41
11/26/2011 21:58,2661.21,2657.19,315,288,62,8,23,99,96,143.04,186.08,193026.75,240329.28,300.15,165000,435150.28
11/26/2011 22:08,2661.21,2657.19,315,288,62,8,23,99,96,141.88,184.93,194464.22,242136.66,314.58,166200,438386.44
11/26/2011 22:18,2745.25,1897.01,316,284,62,8,24,99,96,150.42,188.22,195899.08,243956.73,338.06,167400,441652.16
11/26/2011 22:28,2660.74,1906.23,317,287,62,8,23,99,96,170.79,194.09,197412.16,245838.08,347.24,168700,445066.81
11/26/2011 22:38,2624.46,2674.87,319,288,63,8,23,99,96,139.84,186.97,198911.86,247731.97,288.53,170100,448474.66
11/26/2011 22:48,2671.04,2674.87,315,288,62,8,23,99,96,142.6,166.16,200344.16,249590.67,291.34,171400,451773
11/26/2011 22:58,2671.04,2674.87,315,288,62,8,23,99,96,147.58,171.14,201777.89,251377.61,290.36,172600,454988.09
11/26/2011 23:08,2671.04,1702.7,315,285,62,8,23,99,96,154.16,174.52,203228.13,253166.55,350.42,173700,458232.72
11/26/2011 23:18,2807.2,2725.4,313,288,62,8,23,99,96,163.49,185.28,204748.39,254974.95,347.97,175000,461593.91
11/26/2011 23:28,2660.93,2683.19,321,288,62,8,23,99,96,139.75,192.31,206231.02,256852.53,356.65,176400,464953.19
11/26/2011 23:38,2568.26,2683.19,317,288,62,8,23,99,96,126.41,184.84,207661.77,258727.5,306.02,177600,468240.94
11/26/2011 23:48,2691.17,2683.19,316,288,62,8,22,99,96,139.13,192.48,209098.45,260590.84,356.29,178900,471549.69
11/26/2011 23:58,2691.17,2045.73,316,286,62,8,23,99,96,152.56,187.68,210539.8,262394.72,342.83,180100,474788.88
11/27/2011 0:08,2691.17,2750.14,316,288,62,8,22,99,96,164.83,182.97,1212,1440.25,337.94,1000,2654.6
11/27/2011 0:18,3048.78,1939.59,289,287,62,8,22,99,96,153.53,180.57,2717.61,3243.58,337.7,2300,5957.56
11/27/2011 0:28,2633.71,2680.29,319,288,62,8,22,99,96,148.64,163.05,4171.84,5105.88,254.65,3600,9266.62
11/27/2011 0:38,2535.61,2680.29,320,288,62,8,22,99,96,149.27,163.94,5604.06,6978.87,299.17,4900,12584
11/27/2011 0:48,2696.52,2680.29,318,288,62,8,22,99,96,148.73,175.68,7042.7,8838.25,303.82,6200,15887.69
11/27/2011 0:58,2685.41,2080.22,315,287,62,8,22,99,96,147.84,162.96,8562.86,10645.22,335.74,7500,19228.32
11/27/2011 1:08,2685.41,1775.06,315,289,62,8,21,99,96,151.84,191.77,10061.6,12459.21,337.21,8700,22548.04
11/27/2011 1:18,2685.41,2685.64,315,288,62,8,22,99,96,147.31,192.93,11502.01,14270.6,344.3,10000,25807.56
11/27/2011 1:28,2764.23,2685.64,315,288,61,8,21,99,96,141.35,202.44,12946.94,16081,384.54,11200,29059.87
11/27/2011 1:38,2753.41,2685.64,317,288,62,8,21,99,96,142.06,194.8,14391.23,17945.9,362.77,12500,32369.31
11/27/2011 1:48,2648.33,1960.43,318,288,62,8,22,99,96,148.73,200.4,15904.41,19824.18,303.2,13800,35788.82
11/27/2011 1:58,2687.66,1803.82,317,289,62,8,21,99,96,150.33,184.75,17409.48,21649.44,354.21,15100,39132.84
11/27/2011 2:08,2687.66,2669.52,317,288,62,8,21,99,96,147.67,185.99,18850.38,23460.14,322.04,16300,42376.82
11/27/2011 2:18,2687.66,2669.52,317,288,61,8,21,99,96,149,179.95,20296.48,25251.06,381.24,17500,45616.87
11/27/2011 2:28,2767.95,2669.52,315,288,62,8,21,99,96,144.55,158.25,21743.31,27099.6,287.79,18700,48921.42
11/27/2011 2:38,2614.98,1914.81,320,288,61,8,21,99,96,149.35,194.71,23261.85,28936.85,334.52,20000,52297.04
11/27/2011 2:48,2694.66,2698.44,317,288,61,8,21,99,96,133.44,197.64,24710.7,30881.75,305.04,21400,55699.06
11/27/2011 2:58,2694.66,2698.44,317,288,61,8,21,99,96,136.9,195.51,26156.16,32733.64,302.96,22500,58999.05
11/27/2011 3:08,2694.66,2698.44,317,288,61,8,21,99,96,138.68,186.17,27609.57,34584.59,343.57,23700,62300.49
11/27/2011 3:18,2910.12,2004.64,305,287,62,8,21,99,96,154.33,192.48,29092.93,36425.72,327.3,24900,65634.23
11/27/2011 3:28,2606.32,2143.74,320,288,61,8,21,99,96,153.89,197.91,30615.74,38353.32,366.56,26300,69120.9
11/27/2011 3:38,2547.74,2670.29,319,289,61,8,21,99,96,138.06,193.11,32078.2,40289.59,312.13,27600,72503.18
11/27/2011 3:48,2680.46,2670.29,317,289,61,8,21,99,96,136.9,191.77,33521.64,42207.74,289.75,28900,75896.42
11/27/2011 3:58,2680.46,2670.29,317,289,61,8,20,99,96,139.57,186.79,34973.11,44067.34,308.34,30100,79202.71
11/27/2011 4:08,2680.46,1881.68,317,288,61,8,20,99,96,161,183.86,36466.95,45910.93,389.07,31300,82542.22
11/27/2011 4:18,3693.83,1849.74,237,289,61,8,20,99,96,144.37,184.39,37985.47,47754.5,321.43,32600,85919.25
11/27/2011 4:28,2591.81,2676.4,317,289,61,8,20,99,96,128.28,184.3,39433.41,49665.87,322.9,33900,89290.32
11/27/2011 4:38,2590.93,2676.4,320,289,61,8,20,99,96,135.84,195.33,40884.46,51598.09,353.47,35200,92690.77
11/27/2011 4:48,2679.44,2676.4,318,289,61,8,19,99,96,144.2,194.17,42335.8,53496.52,349.68,36500,96058.09
11/27/2011 4:58,2679.44,2027.76,318,288,61,8,20,99,96,154.16,194.8,43834.22,55353.12,383.68,37600,99424.73
11/27/2011 5:08,2679.44,2003.4,318,288,61,8,19,99,96,149,193.2,45347.4,57213.27,361.91,38900,102797.95
11/27/2011 5:18,2729.42,2664.88,316,289,61,8,19,99,96,144.29,196.31,46802.65,59110.67,357.75,40200,106158.18
11/27/2011 5:28,2651.85,2664.88,316,289,61,8,19,99,96,136.64,194.17,48254.49,61029.9,331.09,41500,109561.26
11/27/2011 5:38,2566.41,2664.88,320,289,61,8,19,99,96,137.71,201.73,49707.84,62941.72,349.56,42800,112937.24
11/27/2011 5:48,2678.92,1538.33,318,287,61,8,19,99,96,157.89,185.28,51210.66,64767.94,366.93,44100,116282.08
11/27/2011 5:58,2678.92,1838.74,318,288,61,8,19,98,96,149.71,164.74,52729.36,66618.33,298.92,45400,119644.96
11/27/2011 6:08,2678.92,2650.29,318,289,61,8,19,99,96,148.29,183.33,54184.41,68464.04,332.19,46600,122943.2
11/27/2011 6:18,2613.48,2650.29,319,289,61,8,18,99,96,145.62,188.57,55634.82,70375.53,368.52,47800,126346.11
11/27/2011 6:28,2765.3,2650.29,318,289,61,8,19,98,96,142.42,211.25,57098.03,72312.58,313.11,49100,129769.41
11/27/2011 6:38,2549.64,1889.36,319,288,61,8,19,98,96,146.51,208.05,58609.46,74255.84,386.37,50400,133259.36
11/27/2011 6:48,2668.59,2684.76,318,288,61,8,18,98,96,130.24,195.86,60101.16,76157.19,307.36,51700,136667.78
11/27/2011 6:58,2668.59,2684.76,318,288,61,8,18,98,96,125.17,182.35,61544.87,78004.49,326.57,52900,139948.3
11/27/2011 7:08,2668.59,2684.76,318,288,61,8,18,98,96,134.33,175.14,63002.44,79842.74,307.49,54100,143266.38
11/27/2011 7:18,2744.32,1983.28,317,285,61,8,18,98,96,155.31,189.28,64465.14,81754.37,365.22,55300,146644.67
11/27/2011 7:28,2510.26,2717.71,320,289,61,8,18,98,96,168.74,191.33,65994.98,83662.55,347.11,56700,150102.45
11/27/2011 7:38,2696.66,2661.15,318,289,60,8,18,98,96,138.95,194.09,67499.15,85575.55,317.51,57900,153546.84
11/27/2011 7:48,2696.66,2661.15,318,289,61,8,18,98,96,146.33,196.13,68949.41,87477.52,336.11,59100,156907.14
11/27/2011 7:58,2696.66,2661.15,318,289,60,8,17,98,96,145.35,199.33,70392.21,89378.45,329.75,60300,160278.38
11/27/2011 8:08,2675.15,1918.11,317,286,60,8,17,98,96,157.98,192.22,71848.88,91351.05,357.02,61600,163747.33
11/27/2011 8:18,2547.25,2687.95,318,288,60,8,17,98,96,169.45,189.11,73386.27,93277.59,362.28,62900,167219.91
11/27/2011 8:28,2661.38,2684.07,316,288,60,8,17,98,96,143.57,142.15,74839.21,95163.3,285.71,64200,170556.95
11/27/2011 8:38,2661.38,2684.07,316,288,60,8,17,99,96,143.49,185.46,76284.66,97003.24,375.37,65400,173835.83
11/27/2011 8:48,2661.38,2684.07,316,288,60,8,17,98,96,146.51,193.11,77742.24,98866.27,361.55,66600,177155.22
11/27/2011 8:58,2806.16,1928.8,311,288,60,8,17,98,96,144.2,198.98,79246.73,100713.22,321.92,67800,180511.06
11/27/2011 9:08,2634.99,2669.26,319,289,60,8,17,98,96,147.13,207.34,80765.83,102659.08,342.59,69200,184010.17
11/27/2011 9:18,2598.3,2669.26,318,289,60,8,17,98,96,147.67,200.31,82211.85,104605.9,301.98,70500,187418.42
11/27/2011 9:28,2661.39,2669.26,316,289,60,8,17,98,96,144.64,189.73,83663.71,106460.15,321.92,71700,190735.88
11/27/2011 9:38,2661.39,2644.38,316,266,60,8,16,98,96,149,192.31,85120.55,108296.15,317.51,72800,194029.38
11/27/2011 9:48,2661.39,1752.29,316,289,60,8,17,98,96,147.22,183.41,86640.34,110140.01,323.75,74100,197419.55
11/27/2011 9:58,2723.3,2675.41,318,289,60,8,16,98,96,151.93,190.62,88170.91,112045.68,325.46,75500,200863.02
11/27/2011 10:08,2584.38,2675.41,319,289,60,8,16,98,96,152.73,184.04,89614.88,113930.66,308.83,76800,204218.2
11/27/2011 10:18,2699.78,2675.41,316,289,60,8,16,98,96,154.6,175.77,91063.91,115750.34,352.98,77900,207489.64
11/27/2011 10:28,2699.78,1936.62,316,275,60,8,16,98,96,146.6,180.21,92514.48,117565.55,354.09,79100,210739.58
11/27/2011 10:38,2699.78,2164.65,316,288,60,8,15,98,96,148.55,183.33,94033.92,119377.83,337.08,80400,214103.97
11/27/2011 10:48,2758.42,2685.04,317,289,60,8,16,98,96,152.02,195.86,95518.52,121280.39,360.93,81700,217495.14
11/27/2011 10:58,2506.37,2685.04,320,289,60,8,15,98,96,147.58,163.23,96964.05,123142.69,317.51,83000,220803.69
11/27/2011 11:08,2655.5,2685.04,315,289,60,8,15,98,96,142.06,155.85,98411.25,125015.9,282.66,84300,224135.14
11/27/2011 11:18,2655.5,2717.32,315,288,60,8,15,98,96,154.96,174.79,99936.95,126812.93,276.05,85500,227464.05
11/27/2011 11:28,2655.5,1777.88,315,288,60,8,15,98,96,146.6,185.19,101452.5,128640.43,291.46,86800,230807.5
11/27/2011 11:38,2980.19,2666.79,297,288,60,8,15,98,96,146.78,188.75,102896.03,130468.16,371.33,88000,234087.39
11/27/2011 11:48,2564.13,2666.79,319,288,60,8,15,98,96,144.02,189.55,104354.3,132351.14,313.23,89300,237423.48
11/27/2011 11:58,2698.9,2666.79,318,288,60,8,15,98,96,133.79,194.26,105811.93,134240.3,347.6,90600,240784.61
11/27/2011 12:08,2698.9,2702.94,318,288,60,8,15,98,96,146.86,190.17,107327.91,136059.67,357.51,91900,244123.17
11/27/2011 12:18,2698.9,2699.41,318,288,59,8,15,98,96,149.09,186.88,108765.7,137869.92,371.45,93000,247380.81
11/27/2011 12:28,2889.1,2699.41,302,288,59,8,14,98,96,149.44,182.7,110208.8,139670.3,349.44,94200,250622.56
11/27/2011 12:38,2589.09,2699.41,320,288,59,8,14,98,96,145.26,183.68,111660.77,141561.55,319.1,95100,253983.48
11/27/2011 12:48,2682.05,1809.19,318,288,59,8,14,98,96,146.15,179.15,113194.49,143385.8,330.36,95100,257339.63
11/27/2011 12:58,2682.05,7.98,318,242,60,8,14,98,96,84.79,149.71,114112.59,144549.88,315.07,95500,259281.25
11/27/2011 13:08,2682.05,7.98,318,242,59,8,14,98,96,2.71,0,115008.07,145001.88,0,96800,260615.48
11/27/2011 13:18,2580.93,7.98,234,242,59,8,14,98,96,2.62,2.45,115034.31,145016.88,0,96800,260636.69
11/27/2011 13:28,2580.93,2447.36,234,225,59,8,14,97,96,2.53,71.72,115434.11,146010.69,75.59,96800,262059.44
11/27/2011 13:38,2580.93,2381.81,234,236,59,8,14,98,96,2.62,93.86,115460.41,147011.5,90.14,96800,263024
11/27/2011 13:48,3181.78,2381.81,255,236,59,8,14,98,96,173.9,81.77,116145.77,147813.78,230.55,96800,264463.84
11/27/2011 13:58,2680.17,2381.81,312,236,59,8,14,97,96,145.44,148.38,117632.35,148916.45,326.93,97500,267016.91
11/27/2011 14:08,2712.01,2554.71,320,297,59,8,14,98,95,143.57,148.55,119014.95,150433.83,301.37,99100,269905.69
11/27/2011 14:18,2703.73,2554.71,318,297,59,8,14,97,96,128.99,197.29,120395.44,152241.02,374.76,100600,273131.34
11/27/2011 14:28,2732.84,2554.71,317,297,59,8,14,98,95,136.1,192.93,121819.13,154081.02,379.04,102000,276426.72
11/27/2011 14:38,2467.09,2601.29,316,299,59,8,14,98,95,138.95,192.04,123290.25,155919.81,320.82,103500,279779.34
11/27/2011 14:48,2701.95,2596.83,317,299,59,8,14,98,96,136.73,193.2,124706.17,157770.19,274.46,105100,283059.5
11/27/2011 14:58,2687.83,2596.83,316,299,59,7,14,98,96,133.08,167.59,126111.84,159598.23,330.6,106600,286305.97
11/27/2011 15:08,2687.83,2596.83,316,299,59,8,13,98,96,129.97,188.66,127534.6,161383.34,327.3,108100,289493.56
11/27/2011 15:18,2687.83,2630.32,316,299,59,8,13,98,96,108.18,183.24,128959.64,163182.81,309.81,109400,292693.53
11/27/2011 15:28,2795.01,2630.32,318,299,59,7,13,98,96,134.95,192.13,130374.96,164984.27,306.87,110500,295890.72
11/27/2011 15:38,2732.23,2630.32,325,299,59,7,13,98,95,143.75,185.46,131810.78,166840.44,303.82,111800,299146.03
11/27/2011 15:48,2663.85,1782.04,325,287,59,8,13,98,96,147.13,173.9,133246.31,168658.5,349.07,113100,302349.56
11/27/2011 15:58,2663.85,2073.68,325,281,59,7,13,97,95,144.64,181.64,134751.67,170441.92,318.86,114300,305609.94
11/27/2011 16:08,2663.85,1733.83,325,284,59,8,13,97,96,140.02,176.92,136258.58,172233.69,320.33,115600,308892.56
11/27/2011 16:18,2649.53,1771.11,319,285,59,7,13,98,95,148.55,189.82,137756.58,174027.48,379.53,116800,312173
11/27/2011 16:28,2775.22,1877.09,323,286,59,8,13,98,95,150.24,184.21,139244.14,175901.17,314.33,118100,315518.84
11/27/2011 16:38,2574.17,2687.85,327,286,59,7,13,97,96,151.04,188.22,140664.06,177773.09,329.26,119400,318788.22
11/27/2011 16:48,2701.67,2687.85,317,286,59,7,12,98,95,144.2,185.64,142091.78,179625.77,381.36,120600,322067.5
11/27/2011 16:58,2696.49,2687.85,317,286,59,7,12,98,95,145.09,186.79,143512.92,181468.88,368.27,121900,325301.19
11/27/2011 17:08,2693.29,2140.73,316,281,59,8,12,98,95,146.95,177.1,145013.06,183249.75,330.97,123100,328572.19
11/27/2011 17:18,2693.29,1724.09,316,284,59,8,12,97,95,155.05,177.37,146501.39,185010.47,326.2,124300,331775.25
11/27/2011 17:28,2693.29,2688.83,316,284,59,7,12,98,95,152.73,180.3,147933.78,186773.28,352.98,125500,334956.63
11/27/2011 17:38,2606.56,2688.83,324,284,59,8,12,97,95,149.98,190.88,149368.59,188624.25,300.02,126700,338216
11/27/2011 17:48,2683.75,2688.83,325,284,59,7,12,97,96,140.37,183.86,150800.14,190488.69,319.23,128000,341498.91
11/27/2011 17:58,2683.75,1762.57,325,279,59,7,12,97,96,127.03,171.23,152346.81,192208.66,273.85,129200,344754.28
11/27/2011 18:08,2683.75,2537.38,325,284,59,7,11,98,95,145.53,180.92,153854.34,193951.95,302.35,130400,347991.28
11/27/2011 18:18,2708.9,2687.34,306,285,59,8,11,97,96,110.4,183.33,155344.19,195722.03,289.87,131600,351234.44
11/27/2011 18:28,2621.04,2687.34,324,285,58,8,11,97,95,137.44,177.28,156795.34,197560.97,273.73,132800,354496.91
11/27/2011 18:38,2585.02,2687.34,326,285,58,8,11,97,95,143.4,174.25,158225.22,199393.88,353.23,134000,357746.28
11/27/2011 18:48,2715.81,1814.02,318,295,59,7,11,98,95,149.62,178.88,159670.61,201269.17,305.41,135300,361045
11/27/2011 18:58,2565.09,2663.2,318,299,59,7,11,98,95,146.51,184.21,161133.77,203170.92,347.48,136600,364395.34
11/27/2011 19:08,2684.2,2663.2,316,299,58,8,10,97,95,144.37,187.24,162581.66,205045.13,305.41,137900,367703.22
11/27/2011 19:18,2684.2,2663.2,316,299,59,7,11,97,96,147.13,162.43,164026.03,206853.14,346.14,139000,370935.47
11/27/2011 19:28,2684.2,1718.48,316,299,58,7,11,97,95,158.43,171.94,165510.7,208639.97,334.27,140200,374205.28
11/27/2011 19:38,3647.83,2230.09,243,282,59,7,10,97,95,153.71,184.84,167024.77,210458.02,341.61,141400,377499.47
11/27/2011 19:48,2545.82,2731.07,324,285,58,7,10,97,95,153,192.75,168532,212355.34,316.78,142800,380912.56
11/27/2011 19:58,2694.6,2686.8,323,285,58,8,10,97,95,124.45,198.09,170007.41,214235.36,295.01,144000,384258.09
11/27/2011 20:08,2694.6,2686.8,323,285,58,7,10,97,95,125.17,185.37,171449.08,216102.52,307.97,145200,387557.72
11/27/2011 20:18,2694.6,2686.8,323,285,58,7,10,97,95,135.04,179.41,172894.72,217947.44,323.75,146400,390830.25
11/27/2011 20:28,2742.56,2017.26,321,298,58,7,10,97,95,151.04,208.58,174347.66,219867.91,378.3,147600,394210.16
11/27/2011 20:38,2670.7,2608.25,327,301,58,7,10,97,95,148.82,198.27,175792.06,221797.56,363.01,148900,397574.84
11/27/2011 20:48,2681.08,2608.25,325,301,58,7,10,97,95,142.33,193.64,177231,223681.77,301.61,150200,400883.81
11/27/2011 20:58,2681.08,2608.25,325,301,58,7,10,97,95,139.39,187.24,178690.13,225517.86,363.99,151400,404164.59
11/27/2011 21:08,2681.08,1981.91,325,301,58,7,10,97,95,151.13,184.75,180190.36,227320.03,337.7,152600,407454.09
11/27/2011 21:18,2786.46,2680.42,320,301,58,8,9,97,95,150.24,184.39,181615.44,229165,309.2,153900,410721.88
11/27/2011 21:28,2622.7,2680.42,326,301,58,7,9,97,95,147.75,166.52,183047.39,230983.2,324.24,155100,413955.34
11/27/2011 21:38,2631.22,2680.42,327,301,58,7,9,97,95,146.42,166.52,184492.17,232823.64,299.29,156400,417237.44
11/27/2011 21:48,2631.22,1891.13,327,282,58,7,9,97,95,148.11,169.19,186011.39,234566.03,303.2,157600,420490.25
11/27/2011 21:58,2631.22,2567.37,327,286,58,7,9,97,95,152.2,186.79,187524.5,236359.77,318.25,158900,423791.94
11/27/2011 22:08,2983.46,1611.63,302,287,58,8,9,97,95,149.53,185.64,189034.69,238168.06,360.2,160100,427096.59
11/27/2011 22:18,2642.46,2699.29,327,287,58,8,9,97,95,138.15,202.71,190481.34,240098.78,360.45,161300,430478.34
11/27/2011 22:28,2677.28,2699.29,328,287,58,8,8,97,95,141,188.66,191940.14,242050.38,312.38,162600,433907.22
11/27/2011 22:38,2677.28,2699.29,328,287,58,8,9,97,95,141.17,185.73,193383.16,243910.19,349.8,163700,437193.84
11/27/2011 22:48,2677.28,2791.34,328,284,58,8,8,97,95,153.36,171.59,194900.66,245742.45,327.67,165000,440543.47
11/27/2011 22:58,2942.06,1893.18,308,286,58,8,8,97,95,149.53,195.69,196398.39,247578.94,365.22,166300,443880.78
11/27/2011 23:08,2651.27,2696.94,328,287,58,8,9,97,95,148.2,191.15,197837.22,249508.56,379.89,167600,447261.75
11/27/2011 23:18,2656.87,2696.94,327,287,58,8,8,97,95,137.71,161.98,199281.02,251398.28,308.95,168800,450585.09
11/27/2011 23:28,2656.87,2696.94,327,287,58,7,8,97,95,141.35,183.15,200729.58,253223.03,331.82,170000,453849.91
11/27/2011 23:38,2656.87,2770.45,327,284,58,8,8,97,95,144.29,183.59,202244.16,255051.45,363.5,171200,457186.38
11/27/2011 23:48,2866.14,1815.3,315,287,58,8,8,97,95,146.95,191.15,203756.52,256899.75,322.9,172500,460534.53
11/27/2011 23:58,2654.43,2669.11,327,287,58,7,8,97,95,144.73,192.93,205191.63,258813.22,312.74,173800,463878.91
11/28/2011 0:08,2579.2,2669.11,330,287,57,7,8,97,95,141.62,193.2,1163.98,1520.48,356.53,1000,2692.64
11/28/2011 0:18,2665.56,2669.11,320,287,57,7,7,97,95,144.73,188.22,2624.89,3445.14,365.58,2300,6054.55
11/28/2011 0:28,2470.08,2082.47,321,285,58,7,7,97,95,142.69,194.26,4135.06,5353.6,315.8,3700,9490.7
11/28/2011 0:38,2686.02,1683.32,319,287,57,7,7,97,95,149.09,190.35,5641.89,7201.7,366.19,4900,12847.1
11/28/2011 0:48,2686.02,2670.88,319,287,57,8,7,97,95,149.44,179.5,7081.24,9046.47,349.93,6100,16129.74
11/28/2011 0:58,2686.02,2670.88,319,287,57,7,7,97,95,147.75,178.43,8533.79,10863.07,333.29,7300,19382.4
11/28/2011 1:08,2697.18,2670.88,322,287,57,8,7,97,95,138.77,182.08,9989.05,12719.68,321.8,8500,22668.6
11/28/2011 1:18,2697.18,1791.36,322,284,57,7,7,97,95,140.73,161.98,11504.3,14499.14,324.49,9800,25960.05
11/28/2011 1:28,2697.18,1643.34,322,287,57,7,7,97,95,144.91,166.25,13018.97,16283.82,309.44,11000,29249.54
11/28/2011 1:38,2959.06,2675.72,308,287,57,7,7,97,95,153,187.15,14465.53,18077.81,289.26,12100,32468.69
11/28/2011 1:48,2717.13,2675.72,323,287,58,7,6,97,95,147.67,188.13,15911.52,19929.41,328.03,13400,35777.5
11/28/2011 1:58,2556.07,2675.72,326,287,57,7,6,97,95,134.77,204.49,17357.95,21814.17,352.98,14700,39110.3
11/28/2011 2:08,2676.9,1855.22,325,285,57,7,6,97,95,142.06,189.19,18884.37,23659.11,297.58,16000,42460.46
11/28/2011 2:18,2676.9,1817.5,325,288,57,7,6,97,95,146.33,181.37,20389.28,25462.55,318.62,17200,45753.97
11/28/2011 2:28,2676.9,2658.62,325,287,57,7,6,96,95,147.4,181.64,21838.25,27273.52,328.03,18400,48970.29
11/28/2011 2:38,2706.39,2658.62,321,287,57,7,6,96,95,142.86,211.69,23283.14,29093.78,352.01,19600,52220.88
11/28/2011 2:48,2671.27,2658.62,325,287,57,7,6,97,95,145.71,200.13,24737.91,30971.49,364.73,20900,55550.21
11/28/2011 2:58,2696.05,1963.1,325,284,57,7,5,97,95,142.95,187.95,26250.35,32790.88,369.86,22200,58866.8
11/28/2011 3:08,2696.05,2629.02,325,288,57,7,6,96,95,146.24,185.19,27760.97,34583.29,313.72,23400,62157.04
11/28/2011 3:18,2696.05,2613.23,325,287,57,7,5,96,95,143.4,172.39,29198.56,36376.55,296.72,24600,65381.15
11/28/2011 3:28,2718.44,2613.23,322,287,57,7,6,96,95,143.93,198.18,30645.32,38192.23,377.32,25800,68627.06
11/28/2011 3:38,2687.94,2613.23,322,287,57,7,5,96,95,140.64,187.06,32109.6,40015.15,341,27100,71872.3
11/28/2011 3:48,2713.71,2560.72,325,303,57,7,5,96,95,126.5,183.95,33618.65,41831.34,329.62,28400,75188.27
11/28/2011 3:58,2622.77,2560.72,324,303,57,8,5,96,95,125.43,171.32,35062.25,43610.76,278.25,29600,78395.45
11/28/2011 4:08,2622.77,2560.72,324,303,57,7,5,96,95,140.2,174.52,36519.72,45331.81,309.81,30800,81545.77
