1006010059,,,,,,,,,,,,,,,,
Date,Sensor1 (S1),Sensor2 (S2),Sensor Temperature1 (S1),Sensor Temperature2 (S2),Level (AI_1),Level (AI_2),Level (AI_3),Level (AI_4),Level (AI_6),FlowMeter Rate (AI_5),FlowMeter Rate (AI_8),FlowMeter Total (AI_5),FlowMeter Total (AI_8),FlowMeter Rate (DI_B),FlowMeter Total (DI_A),FlowMeter Total (DI_B)
,Boiler 1 Cond.,Boiler 2 Cond.,Boiler 1 Cond.,Boiler 2 Cond.,PP3060M,WT3462,WT3516,WT3730,AF1025,Blr 1 FW,Blr 2 FW,Blr 1 FW,Blr 2 FW,Combined Boiler,Boiler Make Up,Combined Boiler
,µS,µS,F,F,Gallons,Gallons,Gallons,Gallons,Gallons,gal/min.,gal/min.,gal,gal,GPM,Gallons,Gallons
11/10/2011 9:08,1592.31,2038.92,111,249,47,53,58,139,63,2.71,21.74,1685.67,7696.47,0,200,20635.29
11/10/2011 9:18,1592.31,2032.22,111,248,47,53,58,139,63,2.53,3.96,1709.75,7786.92,0,200,20930.68
11/10/2011 9:28,1592.31,2016.06,111,248,47,53,58,139,63,2.62,8.76,1735.75,7894.03,0,200,21249.07
11/10/2011 9:38,1592.31,2007.34,115,247,47,53,58,139,63,2.62,10.72,1761.87,8008.79,0,200,21567.68
11/10/2011 9:48,1592.31,2017.15,115,247,47,53,58,139,63,2.62,4.13,1787.97,8132.96,32.78,200,21890.71
11/10/2011 9:58,1592.31,2023.14,115,245,47,53,58,139,63,2.71,18.9,1813.79,8247.43,0,200,22205.19
11/10/2011 10:08,1592.31,2016.63,115,244,47,53,58,139,63,2.62,14.01,1839.57,8377.02,0,300,22520.62
11/10/2011 10:18,1592.31,2014.89,114,244,47,53,58,139,63,2.62,38.28,1865.43,8482.43,0,300,22832.76
11/10/2011 10:28,1592.31,2020.6,113,242,47,53,58,139,63,2.62,3.96,1891.23,8587.78,0,300,23148.21
11/10/2011 10:38,1592.31,2015.14,115,242,47,53,58,139,63,2.62,4.49,1917.05,8710.12,0,300,23465.72
11/10/2011 10:48,1592.31,2019.41,115,240,47,53,58,139,63,2.71,24.68,1942.73,8836.71,0,300,23786.41
11/10/2011 10:58,1592.31,1935.29,115,248,47,53,58,139,63,2.62,15.16,1968.51,8959.88,31.68,400,24106
11/10/2011 11:08,1592.31,1894.11,115,254,47,53,58,139,63,2.45,20.76,1994.28,9082.47,38.53,400,24422.42
11/10/2011 11:18,1592.31,1892.75,113,254,47,53,58,139,63,2.62,14.36,2020.05,9193.97,35.23,400,24736.52
11/10/2011 11:28,1592.31,1893.04,111,253,47,53,58,139,63,2.53,4.85,2045.79,9325.57,0,400,25057.34
11/10/2011 11:38,1592.31,1890.54,111,252,47,53,58,139,63,2.62,4.76,2071.63,9484.47,32.53,500,25380.99
11/10/2011 11:48,1592.31,1885.02,110,252,47,53,58,139,63,2.62,5.2,2097.34,9613,0,500,25704.88
11/10/2011 11:58,1592.31,1883.57,110,251,47,53,58,139,63,2.62,15.34,2123.04,9743.94,32.53,500,26027.68
11/10/2011 12:08,1592.31,1884.13,110,250,47,53,58,139,63,2.45,4.76,2148.68,9847.92,0,500,26341.68
11/10/2011 12:18,1592.31,1878.35,110,249,47,53,58,139,63,2.62,18.45,2174.43,9939.12,0,500,26647.48
11/10/2011 12:28,1592.31,1870.99,110,248,47,53,58,139,63,2.71,3.96,2200.14,10052.86,0,500,26961.35
11/10/2011 12:38,1592.31,1911.21,109,243,47,53,58,139,63,2.53,3.96,2225.92,10185.49,0,500,27279.84
11/10/2011 12:48,1592.31,1925.61,108,241,47,53,58,139,63,2.62,25.03,2251.43,10331.75,35.96,600,27596.74
11/10/2011 12:58,1592.31,1920.18,108,240,47,53,58,139,63,2.53,4.49,2277.02,10457.16,35.71,600,27919.06
11/10/2011 13:08,1592.31,1906.62,108,241,47,53,58,139,63,2.53,4.85,2302.71,10600.3,0,600,28239.76
11/10/2011 13:18,1592.31,1907.25,108,240,47,53,58,139,63,2.62,4.31,2328.27,10718.59,33.64,700,28560.72
11/10/2011 13:28,1592.31,1886.98,108,240,47,53,58,139,63,2.62,19.79,2353.45,10833.53,31.68,700,28877.4
11/10/2011 13:38,1592.31,1892.41,108,239,47,53,58,139,63,2.62,40.42,2378.94,10938.51,36.45,700,29194.07
11/10/2011 13:48,1592.31,1884.57,109,239,47,53,58,139,63,2.62,4.31,2404.62,11052.79,32.41,800,29510.61
11/10/2011 13:58,1592.31,1884.11,109,238,47,53,58,139,63,2.62,4.13,2430.22,11173.78,34.74,800,29832.04
11/10/2011 14:08,1592.31,1887.2,108,237,47,53,58,139,63,2.45,3.6,2455.89,11305.98,0,800,30156.53
11/10/2011 14:18,1592.31,1825.45,108,243,47,53,58,139,63,2.62,40.68,2481.52,11469.88,40.36,800,30489.68
11/10/2011 14:28,1592.31,1808.04,109,253,47,53,58,139,63,2.45,13.29,2506.97,11946.13,36.57,800,30958.1
11/10/2011 14:38,1592.31,1773.47,109,274,47,53,58,139,63,2.45,48.33,2532.28,12368.78,43.05,800,31365.72
11/10/2011 14:48,1592.31,1747.59,109,278,47,53,58,139,63,2.45,57.67,2557.45,12885.09,51.86,800,31827.05
11/10/2011 14:58,1592.31,1724.56,110,281,47,53,58,139,63,2.53,61.76,2582.59,13451.05,61.4,800,32333.41
11/10/2011 15:08,1592.31,1700.31,110,283,47,53,58,139,63,2.53,61.94,2607.52,14014.81,53.08,900,32837.31
11/10/2011 15:18,1592.31,1723.35,110,278,47,53,58,139,63,2.71,55.98,2632.67,14587.2,52.96,1000,33351.88
11/10/2011 15:28,1592.31,1798.71,111,264,47,53,58,139,63,2.53,58.38,2658.14,15157.12,43.54,1100,33863.67
11/10/2011 15:38,1592.31,1786.81,111,265,47,53,58,139,63,2.45,63.63,2683.61,15732.57,56.26,1200,34389.75
11/10/2011 15:48,1592.31,1776.23,112,265,47,53,58,139,63,2.53,53.76,2709.2,16300.83,44.64,1300,34906.27
11/10/2011 15:58,1592.31,1772.03,114,264,47,53,58,139,63,2.62,53.05,2734.65,16875.82,55.65,1300,35424.89
11/10/2011 16:08,1592.31,1768.47,118,264,47,53,58,139,63,2.45,57.4,2760.18,17434.28,53.33,1300,35927.58
11/10/2011 16:18,1592.31,1765.56,119,263,47,53,58,139,63,2.53,57.76,2785.46,18004.03,52.1,1400,36442.04
11/10/2011 16:28,1592.31,1766.71,120,262,47,53,58,139,63,2.62,53.13,2811.08,18566.65,55.41,1400,36951.55
11/10/2011 16:38,1592.31,1758.87,120,262,47,53,58,139,63,2.53,55.62,2836.71,19124.35,42.56,1500,37456.09
11/10/2011 16:48,1592.31,1756.09,120,261,47,53,58,139,63,2.45,58.91,2862.04,19690.44,34.49,1500,37971.5
11/10/2011 16:58,1592.31,1750.75,120,260,47,53,57,139,63,2.45,55.89,2887.54,20252.01,45.01,1600,38473.82
11/10/2011 17:08,1592.31,1740.19,120,259,47,53,58,139,63,2.45,50.64,2912.92,20810.21,48.92,1600,38977.03
11/10/2011 17:18,1592.31,1756.97,118,257,47,53,58,139,63,2.71,58.2,2938.58,21394.59,48.92,1700,39506.18
11/10/2011 17:28,1592.31,1746.14,119,257,47,53,58,139,63,2.53,58.03,2964.19,21986.92,53.2,1700,40048.4
11/10/2011 17:38,1592.31,1743.92,120,257,47,53,58,139,63,2.62,53.31,2989.72,22557.26,51.37,1700,40563.15
11/10/2011 17:48,1592.31,1744.34,121,256,47,53,58,139,63,2.71,59.72,3015.3,23062.4,54.55,1800,41023.14
11/10/2011 17:58,1592.31,1734.98,121,255,47,53,58,139,63,2.45,49.84,3040.89,23576.03,41.22,1800,41488.14
11/10/2011 18:08,1592.31,1735,121,254,47,53,58,139,63,2.45,52.69,3066.58,24105.05,48.68,1900,41963.04
11/10/2011 18:18,1592.31,1727.35,121,254,47,53,58,139,63,2.53,56.78,3092.33,24645.92,56.87,1900,42445.8
11/10/2011 18:28,1592.31,1727.62,121,253,47,53,58,139,63,2.53,64.61,3117.99,25215.52,65.8,2000,42969.21
11/10/2011 18:38,1592.31,1728.42,121,252,47,53,58,139,63,2.62,50.73,3143.58,25771.52,39.26,2000,43468.38
11/10/2011 18:48,1592.31,1724.07,121,252,47,53,58,139,63,2.62,55.54,3169.49,26271.43,45.74,2100,43911.63
11/10/2011 18:58,1592.31,1722.42,121,251,47,53,58,139,63,2.45,53.67,3195.75,26798.13,41.71,2300,44386.8
11/10/2011 19:08,1592.31,1718.7,122,250,47,53,58,139,63,2.53,52.25,3222.04,27281.24,48.56,2300,44843.5
11/10/2011 19:18,1592.31,1715.18,122,250,47,53,58,139,63,2.53,47.53,3247.86,27715.6,31.31,2300,45254.87
11/10/2011 19:28,1592.31,1701.62,122,249,47,53,58,139,63,2.62,50.47,3273.76,28167.26,36.45,2300,45670.21
11/10/2011 19:38,1592.31,1708.99,122,248,47,53,58,139,63,2.53,45.58,3299.55,28618.72,40,2300,46099.5
11/10/2011 19:48,1592.31,1711.91,122,247,47,53,58,139,63,2.45,52.42,3325.47,29089.46,43.05,2300,46525.82
11/10/2011 19:58,1592.31,1714.65,211,245,47,53,58,139,63,2.71,49.84,3351.28,29550.26,38.65,2300,46948.38
11/10/2011 20:08,1592.31,1704.78,207,257,47,53,58,139,63,2.62,48.87,3377.09,29992.17,39.26,2300,47358.06
11/10/2011 20:18,1592.31,1666.02,182,264,47,53,58,139,63,2.53,42.91,3403.08,30409.29,40.12,2400,47759.77
11/10/2011 20:28,1592.31,1650,167,266,47,53,58,139,63,2.45,49.84,3428.84,30867.19,40,2400,48184.99
11/10/2011 20:38,1592.31,1639.32,156,265,47,53,58,139,63,2.53,49.22,3454.49,31310.45,41.46,2400,48603.97
11/10/2011 20:48,1592.31,1644.08,147,264,47,53,58,139,63,2.45,4.85,3480.33,31733.6,34.12,2500,49009.12
11/10/2011 20:58,1592.31,1647.03,141,263,47,53,58,139,63,2.62,47.53,3506.27,32182.09,41.59,2500,49427.27
11/10/2011 21:08,1592.31,1648,136,262,47,53,58,139,63,2.62,47.8,3531.95,32597.89,37.06,2500,49842.71
11/10/2011 21:18,1592.31,1644.83,132,262,47,53,58,139,63,2.53,54.82,3557.6,33026.38,53.2,2500,50249.48
11/10/2011 21:28,1592.31,1641.04,129,261,47,53,58,139,63,2.62,46.82,3583.72,33523.49,38.65,2500,50698.61
11/10/2011 21:38,1592.31,1643.69,126,260,47,53,58,139,63,2.62,51.53,3609.65,34019.79,44.89,2600,51145.01
11/10/2011 21:48,1592.31,1642.07,124,259,47,53,58,139,63,2.53,61.58,3635.49,34549.02,52.59,2600,51621.5
11/10/2011 21:58,1592.31,1637.83,122,258,47,53,58,139,63,2.71,60.43,3661.5,35122.97,53.45,2600,52140.21
11/10/2011 22:08,1592.31,1628.91,121,257,47,53,57,139,63,2.53,60.34,3687.5,35754.46,60.18,2700,52721.37
11/10/2011 22:18,1592.31,1635.26,120,256,47,53,58,139,63,2.71,71.45,3713.49,36453.59,71.8,2700,53377.5
11/10/2011 22:28,1592.31,1638.7,120,255,47,53,58,139,63,2.53,68.7,3739.31,37244.11,73.51,2700,54131.73
11/10/2011 22:38,1592.31,1666.55,120,270,47,53,58,139,63,62.74,50.29,3944.06,37752.94,94.42,2700,54853
11/10/2011 22:48,1592.31,1680.06,120,269,47,53,58,139,62,52.87,28.15,4491.6,38221.8,84.52,3000,55796.71
11/10/2011 22:58,1592.31,1689.05,120,269,47,53,58,139,63,60.96,61.67,5048.61,38708.72,127.45,3100,56702.61
11/10/2011 23:08,1592.31,1700.87,120,272,47,53,57,139,63,64.52,71.63,5756.45,39376.8,117.17,3400,57943.75
11/10/2011 23:18,1592.31,1710.04,120,272,47,53,57,139,63,84.08,69.68,6591.63,40167.57,147.99,4100,59444.99
11/10/2011 23:28,1592.31,1772.5,120,272,47,53,58,139,63,109.16,62.38,7587.49,41083.5,150.93,5100,61257.24
11/10/2011 23:38,1592.31,1855.66,120,273,47,53,58,139,63,125.08,116.63,8688.09,42112.91,234.22,5600,63340.64
11/10/2011 23:48,1592.31,1982.34,122,274,47,53,58,140,63,119.74,146.86,10051.07,43390.11,242.17,6800,66032.92
11/10/2011 23:58,1592.31,2052.68,127,274,47,53,58,139,63,121.79,142.06,11489.83,44959.81,225.29,8500,69111.91
11/11/2011 0:08,1592.31,2167.87,127,271,47,53,58,140,63,218.45,233.57,1258.85,1155.79,457.31,1400,2432.85
11/11/2011 0:18,1592.31,2182.99,126,284,47,53,58,139,63,109.96,126.32,2815.12,2687.53,231.04,3000,5465.02
11/11/2011 0:28,1592.31,2200.01,125,287,47,53,57,139,63,270.56,139.39,4401.07,4341.69,416.71,4700,8693
11/11/2011 0:38,1592.31,2404.65,125,273,47,53,58,140,63,98.84,170.88,5796.25,5534.6,280.82,6500,11237.03
11/11/2011 0:48,1592.31,2442.76,121,267,47,53,58,140,62,219.07,55.09,7073.91,6834.13,282.17,8600,13766.76
11/11/2011 0:58,1592.31,2701.35,119,266,47,53,58,140,63,87.1,166.34,8320.3,8172.8,290.73,10600,16306.02
11/11/2011 1:08,1592.31,2764.61,119,280,47,53,58,139,63,121.7,133.61,9752.85,9251.82,247.8,12600,18783.15
11/11/2011 1:18,1592.31,2894.41,119,283,47,53,58,140,63,238.11,5.2,10963.33,10556.75,262.96,14300,21233.5
11/11/2011 1:28,1592.31,3129.57,119,282,47,53,58,140,63,117.16,155.4,12216.47,11842.22,236.06,16000,23759.8
11/11/2011 1:38,1592.31,3283.52,119,281,47,53,58,140,63,129.79,139.13,13631.76,12903.63,267.86,17700,26217.23
11/11/2011 1:48,1592.31,3399.63,118,280,47,53,58,140,63,231.52,4.58,14858.41,14213.69,271.28,19200,28709.54
11/11/2011 1:58,1592.31,3677.39,118,279,47,53,57,139,63,99.91,189.37,16145.89,15510.14,255.38,20900,31256.5
11/11/2011 2:08,1592.31,3826.84,118,278,47,53,58,140,63,132.81,129.88,17591.62,16599.5,246.45,22600,33723.84
11/11/2011 2:18,1592.31,3929.45,118,279,47,53,58,140,63,185.1,14.98,18808.35,17931.41,211.35,24300,36206.73
11/11/2011 2:28,1592.31,4210.02,118,278,47,53,58,140,63,75.46,220.41,20119.62,19185.96,293.18,26000,38703.77
11/11/2011 2:38,1592.31,4333.61,118,277,47,53,58,140,63,130.77,132.64,21533.47,20295.55,229.7,27600,41177.96
11/11/2011 2:48,1592.31,4382.2,118,279,47,53,58,140,63,164.83,3.51,22724.71,21618.69,186.89,29400,43636.5
11/11/2011 2:58,1592.31,4616.33,118,279,47,53,58,140,63,104.27,200.49,23996.52,22917.47,299.9,30600,46166.5
11/11/2011 3:08,1592.31,4681.96,117,279,47,53,58,140,63,128.99,119.83,25442.59,24007.8,207.44,32200,48669.8
11/11/2011 3:18,1592.31,4746.96,117,279,47,53,58,139,63,135.04,67.45,26554.39,25252.71,190.92,33500,50974.21
11/11/2011 3:28,1592.31,4958.66,117,278,47,53,58,139,63,141.26,225.92,27980.83,26474.42,384.17,35000,53578.26
11/11/2011 3:38,1592.31,5068.35,117,277,47,53,58,140,63,136.37,115.38,29316.15,27683.99,244.74,36700,56078.52
11/11/2011 3:48,1592.31,3409.5,117,297,47,53,58,140,62,135.48,95.02,30696.99,29144.44,197.28,38000,58855.79
11/11/2011 3:58,1592.31,3776.28,233,302,47,53,58,140,62,141.71,263.89,32124.19,30381.48,418.79,38900,61488.13
11/11/2011 4:08,4931.83,3587.27,316,303,46,53,58,140,63,144.55,132.73,33574.52,31702.64,266.39,40100,64192.37
11/11/2011 4:18,4766.35,3228.84,321,302,47,53,58,140,63,141.88,75.63,35060.29,33227.8,198.02,41400,67162.67
11/11/2011 4:28,4516.6,4541.18,321,305,47,53,58,140,63,157,233.13,36550.58,34640.93,309.08,42600,70023.97
11/11/2011 4:38,4512.39,3432.21,322,292,47,53,58,140,63,152.56,142.33,38024.96,35910.91,260.76,43800,72716.61
11/11/2011 4:48,4533.06,3513.9,322,285,47,53,58,140,63,137.44,54.91,39491.75,37431.54,189.33,45200,75645.45
11/11/2011 4:58,4389.4,4525.18,323,288,46,53,58,140,62,147.75,189.37,40959.46,38865.04,351.64,46300,78528.1
11/11/2011 5:08,4294.64,2953.13,323,286,46,53,58,140,63,210.98,141.08,42477.59,40163.46,335.74,47600,81309.63
11/11/2011 5:18,4201.96,3068.21,323,285,46,53,58,139,63,140.28,88.08,43922.79,41730.72,203.77,49000,84264.82
11/11/2011 5:28,4167.5,4026.45,323,291,46,53,58,140,63,144.02,265.14,45512.05,43104.21,416.83,50200,87195.88
11/11/2011 5:38,4110.85,2526.7,324,293,46,53,58,140,63,158.69,125.7,46961.86,44523.73,292.2,51600,90013.8
11/11/2011 5:48,3887.87,2431.99,323,297,46,53,58,140,63,139.31,105.42,48576.45,46177.75,250.61,52900,93253.04
11/11/2011 5:58,3573.37,3601.54,323,296,47,53,58,140,63,159.67,207.16,50120.91,47582.29,392.86,54300,96147.61
11/11/2011 6:08,3602.33,2524.78,306,291,46,53,58,140,63,232.68,2.36,51753.29,48838.02,210.98,55700,99003.84
11/11/2011 6:18,3262.11,2531.34,325,289,47,53,58,140,62,204.76,62.47,53954.58,49181.36,259.42,57300,101507.99
11/11/2011 6:28,3461.79,3690.23,307,287,46,53,58,139,63,213.29,0,55729.02,50064.84,199.61,58800,104120.42
11/11/2011 6:38,2977.75,2330.45,321,290,46,53,58,140,62,231.08,47.35,57799.91,50081.74,279.23,60400,106154.68
11/11/2011 6:48,2950.87,2237.83,320,286,46,53,58,140,62,101.16,146.86,59288.61,51030.93,239.73,61900,108481.78
11/11/2011 6:58,2881.97,3403.8,321,287,46,53,57,140,62,191.15,63.89,60801.59,52045.77,210.13,63500,110903.66
11/11/2011 7:08,2932.72,2500.55,322,288,46,53,58,140,62,135.3,123.74,62316.01,53332.48,272.38,64600,113632.23
11/11/2011 7:18,2822.27,2322.7,310,289,46,53,57,140,62,197.38,0,64039.48,54526.9,204.5,65900,116493.37
11/11/2011 7:28,2794.75,3334.25,323,286,46,53,58,140,62,144.11,213.65,65899.32,55165.41,335.98,67400,118937.46
11/11/2011 7:38,2937.27,2282.2,324,286,46,53,58,140,62,208.31,111.83,67472.59,56513.59,315.8,68900,121811.97
11/11/2011 7:48,2780,2286.24,323,287,46,53,58,140,63,121.96,130.5,68947.12,58129.59,243.15,70400,124860.49
11/11/2011 7:58,2791.57,2865.46,325,288,46,53,58,140,62,187.33,178.35,70520.45,59469,364.48,71800,127716.82
11/11/2011 8:08,2745.76,1913.23,325,289,46,53,58,140,62,134.24,79.81,72020.48,61000.77,214.16,73200,130716.45
11/11/2011 8:18,2692.99,2230.28,324,288,46,53,58,139,62,163.85,195.33,73602.23,62642.6,339.29,74500,133909.64
11/11/2011 8:28,2678.18,2020.7,325,288,46,53,58,139,62,212.85,142.15,75222.45,64021.99,380.38,75900,136870.11
11/11/2011 8:38,2670.56,1981.09,322,287,46,53,58,139,62,148.47,146.86,76820.08,65687.22,286.82,77200,140091.63
11/11/2011 8:48,2649.41,2003.45,324,288,46,52,57,139,62,149.27,151.67,78413.24,67126.4,324.12,78500,143052.59
11/11/2011 8:58,2640.36,2054.61,322,288,46,53,58,139,62,155.58,218.1,80018.41,68762.19,384.3,79700,146262.89
11/11/2011 9:08,2680.58,1974.21,320,288,46,52,57,139,62,153.8,163.14,81632.2,70253.2,296.6,80900,149296.41
11/11/2011 9:18,2680.58,1910.91,320,288,46,52,58,139,62,160.74,161.63,83265.86,71737.52,302.72,82000,152355.14
11/11/2011 9:28,2680.58,1756.01,320,289,46,52,58,139,62,166.25,153.53,84891.8,73232.2,325.46,83200,155432.22
11/11/2011 9:38,2825.76,1851.76,322,288,46,52,57,139,62,154.42,160.74,86490.67,74735.72,318.49,84400,158479.5
11/11/2011 9:48,2835.18,1861.12,323,289,46,52,57,139,62,156.91,162.25,88116.48,76292.67,283.88,85600,161616.47
11/11/2011 9:58,2824.75,1873.89,324,290,46,52,57,139,62,173.81,164.83,89784.22,77917.59,346.62,86800,164883.52
11/11/2011 10:08,2730.53,1941.57,325,290,46,52,57,139,62,168.65,167.41,91527.3,79605.9,317.03,88200,168295.25
11/11/2011 10:18,2684.24,1636.27,323,290,46,52,57,139,62,172.03,165.18,93288.59,81294.87,321.67,89500,171732.75
11/11/2011 10:28,2632.27,1877.63,323,290,46,52,57,139,62,189.19,162.87,95061,83010.13,335.37,90800,175226.97
11/11/2011 10:38,2590.41,2680.61,316,289,46,52,57,139,62,146.86,133.08,96544.31,84498.55,296.6,92000,178137.63
11/11/2011 10:48,2690.51,2680.61,315,289,46,52,57,139,62,94.04,91.2,97772.06,85662.8,152.27,93000,180415.72
11/11/2011 10:58,2690.51,2680.61,315,289,46,51,57,139,62,2.8,104.98,98403.86,86365.58,109.83,93100,181671.97
11/11/2011 11:08,2690.51,2680.61,315,289,46,52,57,139,62,2.53,108.18,98429.78,87485.75,99.8,93100,182769.47
11/11/2011 11:18,2685.67,2680.61,307,289,46,51,57,139,62,2.45,107.91,98455.91,88653.55,97.24,93100,183921.41
11/11/2011 11:28,2619.87,2680.61,315,289,45,52,57,139,62,2.53,122.14,98481.67,89803.17,119.99,93100,185060.19
11/11/2011 11:38,2639.47,2680.61,315,289,46,51,57,139,62,2.45,51.27,98507.31,90990.7,76.2,93100,186243.09
11/11/2011 11:48,2639.47,2680.61,315,289,45,51,57,139,62,2.45,174.34,98532.9,92121.24,216.61,93100,187398.03
11/11/2011 11:58,2639.47,2680.61,315,289,45,51,57,139,62,2.62,74.66,98558.68,93329.3,33.51,93100,188597.31
11/11/2011 12:08,2775.98,2680.61,309,289,46,51,57,139,62,2.71,161.72,98584.72,94330.93,139.8,93100,189633.03
11/11/2011 12:18,2663.84,2680.61,311,289,45,51,56,139,62,2.53,4.22,98611.03,95544.14,0,93400,190873.94
11/11/2011 12:28,2663.84,2680.61,311,289,46,51,57,139,62,2.71,137.71,98637.55,96553.22,163.04,93400,191933.8
11/11/2011 12:38,2663.84,2680.61,311,289,45,51,56,139,62,2.8,4.22,98663.99,97747.65,0,93400,193150.78
11/11/2011 12:48,2742.81,2680.61,313,289,46,51,56,139,62,2.62,190.62,98690.32,98757.26,243.27,93400,194213.34
11/11/2011 12:58,2688.61,2680.61,310,289,45,51,57,139,62,2.71,78.75,98716.76,100004.73,57.73,93500,195471.69
11/11/2011 13:08,2688.61,2680.61,310,289,45,51,57,139,62,2.71,128.19,98743.18,100970.86,127.2,93500,196484.75
11/11/2011 13:18,2688.61,2680.61,310,289,45,51,57,139,62,2.71,50.47,98769.28,102192.45,35.71,93600,197720.78
11/11/2011 13:28,2812.14,2680.61,307,289,45,51,57,139,62,2.8,155.58,98796,103226.52,178.69,93600,198794.02
11/11/2011 13:38,2665.62,2680.61,305,289,45,51,56,138,62,2.71,72.88,98822.37,104517.92,50.88,93900,200095.5
11/11/2011 13:48,2686.27,2680.61,305,289,45,51,56,139,62,2.62,127.48,98848.66,105563.62,140.53,93900,201178.19
11/11/2011 13:58,2686.27,2680.61,305,289,45,51,57,139,62,2.71,115.38,98875.2,106785.73,124.39,93900,202390.39
11/11/2011 14:08,2686.27,2680.61,305,289,45,51,57,138,62,2.62,123.39,98901.77,107818.98,120.84,93900,203426.38
11/11/2011 14:18,2787.02,2680.61,298,289,45,51,57,139,62,2.62,119.92,98928.29,109034.19,129.16,93900,204647.67
11/11/2011 14:28,2745.06,2680.61,307,289,45,51,57,138,62,2.53,123.21,98954.8,110151.98,115.7,94000,205756.55
11/11/2011 14:38,2644.3,2680.61,306,289,45,51,56,139,61,2.71,123.03,98981.26,111437.1,119.25,94000,207036.03
11/11/2011 14:48,2650.99,2680.61,304,289,45,51,57,138,62,2.71,119.3,99007.7,112551.8,120.96,94300,208152.81
11/11/2011 14:58,2650.99,2680.61,304,289,45,51,57,138,62,2.62,133.79,99034.2,113704.96,125.49,94300,209314.23
11/11/2011 15:08,2650.99,2680.61,304,289,45,51,57,138,62,2.62,120.72,99060.57,114860.16,117.66,94300,210466.69
11/11/2011 15:18,3124.87,2680.61,269,289,45,51,57,138,62,2.8,94.66,99087.17,115921.44,102.98,94300,211525.81
11/11/2011 15:28,2682.77,2680.61,304,289,45,51,57,138,62,2.53,128.28,99113.53,117090.84,140.9,94300,212701.13
11/11/2011 15:38,2682.77,2680.61,304,289,45,51,56,138,62,2.62,65.41,99139.83,118280.78,49.29,94400,213878.27
11/11/2011 15:48,2682.77,2680.61,304,289,45,51,57,138,62,2.62,129.61,99166.43,119383.26,138.45,94400,214989.75
11/11/2011 15:58,2727.02,2680.61,307,289,45,51,57,138,61,86.84,137.79,99276.07,120623.77,143.96,94500,216321.91
11/11/2011 16:08,2672.18,2680.61,315,289,46,51,57,138,61,91.2,79.72,99665.06,121659.02,166.22,94700,217747.2
11/11/2011 16:18,2672.18,2680.61,315,289,45,51,57,138,62,84.17,82.04,100462.34,122446.63,145.3,94700,219232.33
11/11/2011 16:28,2672.18,2680.61,315,289,45,51,56,138,62,99.29,89.06,101323.12,123259.24,167.32,94700,220795.95
11/11/2011 16:38,2525.78,2680.61,322,289,45,51,56,138,61,100.27,105.51,102272.81,124216.18,177.59,94700,222609.28
11/11/2011 16:48,2592.33,2680.61,314,289,45,51,56,138,62,100.8,100.89,103231.37,125135.13,210.74,94700,224410.11
11/11/2011 16:58,2592.33,2748.52,314,276,46,51,57,139,62,108.54,93.06,104276.41,126115.34,172.95,94700,226359.27
11/11/2011 17:08,2592.33,2641.76,314,285,45,51,56,138,62,116.81,103.02,105421.89,127181.14,216.73,95100,228505.92
11/11/2011 17:18,2632.51,2641.76,315,285,45,51,56,138,62,135.13,128.46,106687.65,128456.77,265.04,96000,230987.77
11/11/2011 17:28,2602.23,2641.76,318,285,45,51,56,138,61,161.27,110.58,108163.16,129919.85,260.27,97400,233902.05
11/11/2011 17:38,2692.48,2006.18,317,287,45,51,56,138,61,207.34,156.74,109752.52,131395.08,346.87,99000,236934.03
11/11/2011 17:48,2692.48,2236.32,317,288,45,51,56,138,62,165.9,56.34,111341.04,132990.98,228.23,100600,240080.77
11/11/2011 17:58,2692.48,1784.4,317,290,45,51,57,138,61,167.94,199.33,113065.41,134688.8,379.04,102200,243522.72
11/11/2011 18:08,2799.2,2180.61,326,291,45,51,56,139,61,270.92,163.32,114764.94,136107.02,395.3,103400,246608.16
11/11/2011 18:18,2703.13,2899.52,328,290,45,51,56,138,61,101.87,52.96,116332.15,137862.34,164.63,104400,249956.7
11/11/2011 18:28,2827.09,1746.15,318,290,45,51,56,139,61,189.02,306.31,118270.78,139530.5,428.08,105200,253566.72
11/11/2011 18:38,2874.97,1930.47,320,292,45,51,56,138,61,180.66,124.72,119872.85,141182.73,270.67,106500,256770.91
11/11/2011 18:48,2699.12,2780.52,318,290,45,51,56,138,61,151.49,201.64,121925.2,143096.91,297.33,107700,260776.09
11/11/2011 18:58,2699.12,1853.93,318,293,45,51,56,138,62,300,166.16,123638.52,144625.7,438.23,108700,264002.47
11/11/2011 19:08,2699.12,1915.55,318,291,45,51,57,138,62,115.47,166.25,125500.38,146522.58,239.6,110000,267742.25
11/11/2011 19:18,3031.3,2768.98,327,291,45,51,56,138,62,188.31,231.61,127522.05,148111.81,410.96,111300,271325.66
11/11/2011 19:28,2762.27,1970.2,329,293,45,51,56,138,61,289.42,63.81,129285.54,150074.28,397.02,112800,275037.38
11/11/2011 19:38,2910.32,1962.39,321,292,45,51,57,138,61,158.07,302.93,131179.09,151853.27,467.96,114300,278706.66
11/11/2011 19:48,2882.91,2734.64,321,292,45,51,56,138,62,183.68,97.15,133205.19,153649.25,299.05,115800,282486.09
11/11/2011 19:58,2734.43,2009.65,319,291,45,51,56,138,61,191.51,198.71,134940.5,155575.14,408.39,117400,286133.94
